source_type,source_id,name,series,series_source_id,genre,rarity,image_url,about,favorites,archetype,stats,potency,elemental_type,elemental_resistances
mal,10342,Ushio Okazaki,Clannad,2167,Anime,2,https://cdn.myanimelist.net/images/characters/12/48244.jpg,"Ushio is Tomoya and Nagisa's daughter._x000D_
_x000D_
She is a well-behaved, well-loved girl who is very curious about the world around her. Tomoya notes that she does not act like other girls her age. For example, most girls would want to have dolls; however, when Tomoya goes on a trip with her, he buys her a robot with which she is fascinated. Tomoya, finding it strange that she would prefer this type of toy, learns that Ushio has a some interest in robots; thus he also calls her ""boyish."" Ushio also appears to like baseball. Ushio's interest has been influenced by her grandfather who teaches her to imitate famous baseball players. She refers to Akio Furukawa as ""Akki"" and calls her grandmother by her given name ""Sanae.""_x000D_
_x000D_
In the few earlier episodes of the stories, Ushio stays with Sanae and Akio. During her time with her grandparents, she learns to be a baseball addict like Akio, Ushio also learns strict disciplines from Sanae not to cry unless it is in the restroom.",2912,Sage of Light,"{""hp"": 54, ""atk"": 50, ""mag"": 80, ""vit"": 51, ""spr"": 158, ""int"": 155, ""spd"": 69, ""lck"": 152}","{""Mage"": ""D"", ""Attacker"": ""F"", ""Healer"": ""S"", ""Buffer"": ""S"", ""Debuffer"": ""D"", ""Defender"": ""F"", ""Specialist"": ""C""}","[""light"", ""void""]","{""fire"": ""weak"", ""water"": ""weak"", ""earth"": ""weak"", ""wind"": ""weak"", ""nature"": ""weak"", ""neutral"": ""weak"", ""void"": ""resist"", ""light"": ""resist"", ""dark"": ""weak""}"
mal,93617,Shino Okazaki,Clannad,2167,Anime,1,https://cdn.myanimelist.net/images/characters/14/223151.jpg,,3,Healer,"{""hp"": 72, ""atk"": 57, ""mag"": 78, ""vit"": 70, ""spr"": 114, ""int"": 107, ""spd"": 64, ""lck"": 82}","{""Mage"": ""D"", ""Attacker"": ""D"", ""Healer"": ""S"", ""Buffer"": ""S"", ""Debuffer"": ""C"", ""Defender"": ""D"", ""Specialist"": ""D""}","[""light""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""resist"", ""dark"": ""weak""}"
mal,149332,Ruki Irokawa,Comic Girls,35756,Anime,2,https://cdn.myanimelist.net/images/characters/13/332890.jpg,"Irokawa Rukki (pen name Big Boobies♥Himeko Chan) is a hentai artist who lives in the dorm with Kaos ,Tsubasa, and Koyume. She acts perverse, but is very kind in nature and is willing to help out her kouhai. Rukki is also self-concious of her small cup size, and her appearance. Rukki originally wanted to draw kids manga, but she became a hentai artist due to editors thinking her female characters had titties that were big enough for some guys to get their weiners on with.",76,Witch,"{""hp"": 72, ""atk"": 70, ""mag"": 128, ""vit"": 69, ""spr"": 102, ""int"": 129, ""spd"": 93, ""lck"": 81}","{""Mage"": ""C"", ""Attacker"": ""D"", ""Healer"": ""D"", ""Buffer"": ""D"", ""Debuffer"": ""S"", ""Defender"": ""D"", ""Specialist"": ""D""}","[""dark""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""weak"", ""dark"": ""resist""}"
mal,149334,Tsubasa Katsuki,Comic Girls,35756,Anime,3,https://cdn.myanimelist.net/images/characters/12/332889.jpg,"Tsubasa is Koyume and Kaos's senpai, as well as Ruki's roommate. Tsubasa is a shonen mangaka, and the author of the Dark Hero's Revenge Story. Tsubasa also has a tendency to act like her characters, and acts like shonen cliches are normal. Tsubasa also ends up sleeping in class due to working so late. Koyume has a crush on Tsubasa.",109,Samurai,"{""hp"": 99, ""atk"": 129, ""mag"": 60, ""vit"": 95, ""spr"": 67, ""int"": 73, ""spd"": 131, ""lck"": 99}","{""Mage"": ""C"", ""Attacker"": ""B"", ""Healer"": ""C"", ""Buffer"": ""C"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","[""neutral""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""resist"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}"
mal,149335,Koyume Koizuka,Comic Girls,35756,Anime,2,https://cdn.myanimelist.net/images/characters/5/332887.jpg,"Koyume is bright and cheerful, is a newbie at the mangaka dorm along with Kaos.",36,Bard,"{""hp"": 72, ""atk"": 66, ""mag"": 113, ""vit"": 79, ""spr"": 130, ""int"": 118, ""spd"": 98, ""lck"": 88}","{""Mage"": ""D"", ""Attacker"": ""D"", ""Healer"": ""C"", ""Buffer"": ""S"", ""Debuffer"": ""S"", ""Defender"": ""D"", ""Specialist"": ""D""}","[""light""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""resist"", ""dark"": ""weak""}"
mal,149333,Kaoruko Moeta,Comic Girls,35756,Anime,3,https://cdn.myanimelist.net/images/characters/8/332891.jpg,"Kaos is a shy and innocent girl who wants to become a mangaka. However, she is bad at art, and can't tell good stories. She is admitted to a dorm for female mangaka, where she meets her new friends Koyume, Ruki senpai, and Tsubasa senpai. Kaos also has a tendency to get scared easily, and she overreacts a lot. This ends up causing comedic tension between her and her friends. She also seems to idolize authoritarian figures. Kaos seems to also be interested in females as she talks about boobs every once in a while.",608,Trickster,"{""hp"": 66, ""atk"": 80, ""mag"": 99, ""vit"": 56, ""spr"": 85, ""int"": 87, ""spd"": 117, ""lck"": 151}","{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""C"", ""Buffer"": ""C"", ""Debuffer"": ""S"", ""Defender"": ""C"", ""Specialist"": ""C""}","[""void""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""resist"", ""light"": ""neutral"", ""dark"": ""neutral""}"
mal,161404,Mayu Amisawa,Comic Girls,35756,Anime,1,https://cdn.myanimelist.net/images/characters/12/385254.jpg,Kaoruko's editor.,1,Sage,"{""hp"": 65, ""atk"": 59, ""mag"": 97, ""vit"": 72, ""spr"": 116, ""int"": 128, ""spd"": 85, ""lck"": 90}","{""Mage"": ""B"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""C"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","[""light""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""resist"", ""dark"": ""weak""}"
mal,160192,Suzu Fuura,Comic Girls,35756,Anime,1,https://cdn.myanimelist.net/images/characters/3/359894.jpg,A high school student who is one year senior to Kaoruko's group. A mangaka who specializes in horror.,57,Witch,"{""hp"": 70, ""atk"": 68, ""mag"": 129, ""vit"": 68, ""spr"": 98, ""int"": 129, ""spd"": 98, ""lck"": 83}","{""Mage"": ""C"", ""Attacker"": ""D"", ""Healer"": ""D"", ""Buffer"": ""D"", ""Debuffer"": ""S"", ""Defender"": ""D"", ""Specialist"": ""D""}","[""dark""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""weak"", ""dark"": ""resist""}"
mal,149336,Ririka Hanazono,Comic Girls,35756,Anime,1,https://cdn.myanimelist.net/images/characters/16/359895.jpg,,3,Ally,"{""hp"": 94, ""atk"": 92, ""mag"": 88, ""vit"": 91, ""spr"": 86, ""int"": 87, ""spd"": 80, ""lck"": 96}","{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","[""neutral""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}"
mal,166091,Haruko Moeta,Comic Girls,35756,Anime,1,https://cdn.myanimelist.net/images/characters/4/491611.jpg,,2,Ally,"{""hp"": 90, ""atk"": 88, ""mag"": 94, ""vit"": 87, ""spr"": 89, ""int"": 92, ""spd"": 97, ""lck"": 88}","{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","[""neutral""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}"
mal,161117,Miharu Nijino,Comic Girls,35756,Anime,1,https://cdn.myanimelist.net/images/characters/7/556504.jpg,"Miharu Nijino (虹野 美晴 にじのみはる) is the adviser of Kaoruko Moeta, Ruki Irokawa and Tsubasa Katsuki who used to work as a mangaka back in high school, but she eventually gave up her mangaka career to be a teacher.",3,Sage,"{""hp"": 78, ""atk"": 70, ""mag"": 101, ""vit"": 78, ""spr"": 122, ""int"": 131, ""spd"": 91, ""lck"": 93}","{""Mage"": ""B"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""C"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","[""light""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""resist"", ""dark"": ""weak""}"
mal,210972,Himari Inuzuka,"Danjo no Yuujou wa Seiritsu suru? (Iya, Shinai!!)",52709,Anime,3,https://cdn.myanimelist.net/images/characters/8/588919.jpg,"Yuu's best friend since middle school. She's good at begging and has people all to herself, and is an honor student at school, a daughter of a wealthy family. _x000D_
_x000D_
(Source: Official site)",182,Dancer,"{""hp"": 69, ""atk"": 99, ""mag"": 92, ""vit"": 67, ""spr"": 66, ""int"": 81, ""spd"": 133, ""lck"": 129}","{""Mage"": ""D"", ""Attacker"": ""D"", ""Healer"": ""D"", ""Buffer"": ""S"", ""Debuffer"": ""S"", ""Defender"": ""D"", ""Specialist"": ""D""}","[""light""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""resist"", ""dark"": ""weak""}"
mal,216946,Rion Enomoto,"Danjo no Yuujou wa Seiritsu suru? (Iya, Shinai!!)",52709,Anime,3,https://cdn.myanimelist.net/images/characters/5/588921.jpg,,116,Ally,"{""hp"": 89, ""atk"": 94, ""mag"": 91, ""vit"": 93, ""spr"": 90, ""int"": 88, ""spd"": 95, ""lck"": 85}","{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","[""neutral""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}"
mal,216949,Kureha Enomoto,"Danjo no Yuujou wa Seiritsu suru? (Iya, Shinai!!)",52709,Anime,1,https://cdn.myanimelist.net/images/characters/3/594700.jpg,,6,Ally,"{""hp"": 94, ""atk"": 87, ""mag"": 94, ""vit"": 91, ""spr"": 88, ""int"": 91, ""spd"": 84, ""lck"": 84}","{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","[""neutral""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}"
mal,217153,Sakura Natsume,"Danjo no Yuujou wa Seiritsu suru? (Iya, Shinai!!)",52709,Anime,1,https://cdn.myanimelist.net/images/characters/16/581235.jpg,,3,Ally,"{""hp"": 94, ""atk"": 91, ""mag"": 92, ""vit"": 97, ""spr"": 93, ""int"": 90, ""spd"": 90, ""lck"": 91}","{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","[""neutral""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}"
mal,255309,Panzy,Dragon Ball Daima,56894,Anime,1,https://cdn.myanimelist.net/images/characters/9/569165.jpg,,13,Healer,"{""hp"": 77, ""atk"": 63, ""mag"": 78, ""vit"": 80, ""spr"": 107, ""int"": 100, ""spd"": 78, ""lck"": 98}","{""Mage"": ""D"", ""Attacker"": ""D"", ""Healer"": ""S"", ""Buffer"": ""S"", ""Debuffer"": ""C"", ""Defender"": ""D"", ""Specialist"": ""D""}","[""light""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""resist"", ""dark"": ""weak""}"
mal,678,Bulma,Dragon Ball Daima,56894,Anime,3,https://cdn.myanimelist.net/images/characters/14/280893.jpg,"Race: Earthling_x000D_
Height: 5' 5""_x000D_
Weight: 108 lbs_x000D_
Birth year: 733 Age_x000D_
Hobby: Inventing_x000D_
Favorite food: Strawberries_x000D_
Favorite vehicle: All Types of Vehicles_x000D_
_x000D_
Bulma is originally a secondary main character, but her role is quickly downplayed as the series continues, even though she does remain an important support character for most of the series. Bulma is a direct parody of the character Xuanzang from the Chinese novel Journey to the West. Even though Bulma's character parodies a monk, her Japanese name ""Buruma"" is the brand of a popular gym short worn by girls in Japan. Her re-adapted name Bulma is a direct take on the word ""bloomers,"" which was a popular brand of women's underwear in the early 20th century._x000D_
_x000D_
Bulma is the second character to be introduced in the Dragon Ball series. In the early part of the story, she is the inventor of the Dragon Radar and is searching for the legendary Dragon Balls. Bulma was hoping to use the Dragon Balls to wish for the perfect boyfriend. While searching for a nearby Dragon Ball, she runs into Son Goku. It is at this time that she finds out Goku inherited one of the balls (the four-star ball) she is searching for from his Grandpa Gohan. Because of Goku's love for the ball and his belief that his Grandpa's spirit lives in the ball, Goku is not willing to give it up. Bulma then asks him to loan it for her in exchange of taking him in her travels. At that point, they team up to find the remainder of the balls and the adventure begins. In the later action-oriented episodes of the series, there is little room for a genius but Bulma continues to play a role as a secondary character, helping Goku and his friends with her gadgets, and having a rather rocky relationship with Yamcha._x000D_
_x000D_
_x000D_
(Source: Wikipedia, Dragon Ball Super Exciting Guide, Character Edition)",1276,Engineer,"{""hp"": 75, ""atk"": 70, ""mag"": 100, ""vit"": 74, ""spr"": 121, ""int"": 147, ""spd"": 97, ""lck"": 79}","{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""C"", ""Buffer"": ""S"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","[""neutral""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}"
mal,2102,Chi-Chi,Dragon Ball Daima,56894,Anime,2,https://cdn.myanimelist.net/images/characters/14/247963.jpg,"Race: Earthling_x000D_
Height: 5' 4""_x000D_
Weight: 110 lbs_x000D_
Birth year: 737 Age_x000D_
Hobbies: Working in the Farm, Gohan's Education_x000D_
Favorite food: Chimaki_x000D_
Favorite vehicle: Tractor_x000D_
_x000D_
Chi-Chi is the wife of Son Goku, and the mother of Son Gohan and Son Goten. She is often depicted as a sometimes nagging, overprotective but fundamentally well-meaning woman, who sincerely looks for her children and husband's well-being even when their views clash. She and Goku meet as children, and Goku promises to marry her thinking marriage is food. Several years later, she finds him at the 23rd Tenkaichi Budoukai, and despite confessing that he misunderstood what she had meant, he fulfills his promise and asks her to marry him. As she gets older, she disapproves of Goku's lifestyle, enough to ban Gohan from following in his foot steps, but due to the threats like Vegeta and Freeza, she is forced to let him train under Piccolo and Goku. She relaxes this with Goten by training him herself while Gohan is away for school. She has a wild temper and can react in violent anger over the slightest annoyance which means all of the Z Warriors fear her and try to avoid making her mad._x000D_
_x000D_
(Source: Dragon Ball Super Exciting Guide, Character Edition)",96,Monk,"{""hp"": 98, ""atk"": 125, ""mag"": 61, ""vit"": 100, ""spr"": 123, ""int"": 90, ""spd"": 108, ""lck"": 69}","{""Mage"": ""C"", ""Attacker"": ""B"", ""Healer"": ""B"", ""Buffer"": ""C"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","[""neutral""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""resist"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}"
mal,255591,Dr. Arinsu,Dragon Ball Daima,56894,Anime,1,https://cdn.myanimelist.net/images/characters/2/564715.jpg,,3,Engineer,"{""hp"": 71, ""atk"": 66, ""mag"": 101, ""vit"": 70, ""spr"": 122, ""int"": 139, ""spd"": 103, ""lck"": 80}","{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""C"", ""Buffer"": ""S"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","[""neutral""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}"
mal,4318,Jinzouningen 18-gou,Dragon Ball Daima,56894,Anime,3,https://cdn.myanimelist.net/images/characters/2/357828.jpg,"Jinzouningen 18-gou is a cybernetic human, modified by Dr. Gero. She is often referred to in the original Japanese as a jinzouningen, which literally translates as ""artificial human."" She is not entirely an android; she refers to both herself and her twin brother as having been ""constructed from a human base.""_x000D_
_x000D_
_x000D_
(Source: Wikipedia)",904,Crusader,"{""hp"": 111, ""atk"": 137, ""mag"": 74, ""vit"": 133, ""spr"": 67, ""int"": 82, ""spd"": 113, ""lck"": 83}","{""Mage"": ""D"", ""Attacker"": ""S"", ""Healer"": ""D"", ""Buffer"": ""D"", ""Debuffer"": ""D"", ""Defender"": ""S"", ""Specialist"": ""D""}","[""neutral""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""resist"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}"
mal,209907,Sharon Holygrail,Engage Kiss,51417,Anime,2,https://cdn.myanimelist.net/images/characters/3/476675.jpg,"Age: Around the same as Shuu_x000D_
Birthday: October 4_x000D_
Blood Type: AB_x000D_
_x000D_
A nun who actually belongs to an international exorcist group. She apparently knows Shuu from a past encounter._x000D_
_x000D_
(Source: Official Site)",59,Templar,"{""hp"": 98, ""atk"": 98, ""mag"": 74, ""vit"": 129, ""spr"": 129, ""int"": 98, ""spd"": 70, ""lck"": 70}","{""Mage"": ""D"", ""Attacker"": ""D"", ""Healer"": ""B"", ""Buffer"": ""D"", ""Debuffer"": ""D"", ""Defender"": ""S"", ""Specialist"": ""D""}","[""light""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""resist"", ""dark"": ""weak""}"
mal,207525,Kisara,Engage Kiss,51417,Anime,3,https://cdn.myanimelist.net/images/characters/2/476666.jpg,"Age: Unknown (actually a few hundred years old)_x000D_
Birthday: September 30_x000D_
Blood Type: Unknown_x000D_
_x000D_
She attends a high school in Bayron City, but she's actually a demon. However, this fact is known to only a few. She has strong feelings for Shuu, and often visits his home._x000D_
_x000D_
(Source: Official Site)",335,Reaper,"{""hp"": 102, ""atk"": 141, ""mag"": 129, ""vit"": 99, ""spr"": 67, ""int"": 66, ""spd"": 105, ""lck"": 67}","{""Mage"": ""D"", ""Attacker"": ""D"", ""Healer"": ""D"", ""Buffer"": ""D"", ""Debuffer"": ""S"", ""Defender"": ""D"", ""Specialist"": ""S""}","[""dark"", ""fire""]","{""fire"": ""resist"", ""water"": ""weak"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""weak"", ""dark"": ""resist""}"
mal,207527,Ayano Yuugiri,Engage Kiss,51417,Anime,3,https://cdn.myanimelist.net/images/characters/8/476669.jpg,"Age: Unknown (she's a bit older than Shuu)_x000D_
Birthday: November 2_x000D_
Blood Type: A_x000D_
_x000D_
Shuu's ex-girlfriend and the daughter of his ex-boss. Despite having broken up with him, she still cares greatly about him._x000D_
_x000D_
(Source: Official Site)",102,Samurai,"{""hp"": 95, ""atk"": 133, ""mag"": 60, ""vit"": 97, ""spr"": 75, ""int"": 68, ""spd"": 131, ""lck"": 94}","{""Mage"": ""C"", ""Attacker"": ""B"", ""Healer"": ""C"", ""Buffer"": ""C"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","[""neutral""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""resist"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}"
mal,211809,Linhua Hachisuka,Engage Kiss,51417,Anime,1,https://cdn.myanimelist.net/images/characters/9/476671.jpg,,2,Ally,"{""hp"": 91, ""atk"": 88, ""mag"": 89, ""vit"": 91, ""spr"": 86, ""int"": 89, ""spd"": 87, ""lck"": 87}","{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","[""neutral""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}"
mal,211808,Shenhua Hachisuka,Engage Kiss,51417,Anime,1,https://cdn.myanimelist.net/images/characters/7/476673.jpg,,1,Ally,"{""hp"": 92, ""atk"": 90, ""mag"": 92, ""vit"": 93, ""spr"": 89, ""int"": 91, ""spd"": 90, ""lck"": 88}","{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","[""neutral""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}"
mal,216984,Kanna Ogata,Engage Kiss,51417,Anime,2,https://cdn.myanimelist.net/images/characters/3/487693.jpg,,9,Ally,"{""hp"": 92, ""atk"": 85, ""mag"": 88, ""vit"": 90, ""spr"": 89, ""int"": 87, ""spd"": 84, ""lck"": 87}","{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","[""neutral""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}"
mal,213701,Takuhaigyousha,Engage Kiss,51417,Anime,1,https://cdn.myanimelist.net/images/characters/15/481323.jpg,,3,Ally,"{""hp"": 94, ""atk"": 88, ""mag"": 89, ""vit"": 88, ""spr"": 94, ""int"": 87, ""spd"": 88, ""lck"": 92}","{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","[""neutral""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}"
mal,100993,Sagiri Izumi,Eromanga-sensei,32901,Anime,3,https://cdn.myanimelist.net/images/characters/8/362254.jpg,"Age: 13_x000D_
Birthday: December 10_x000D_
Sign: Sagittarius _x000D_
Height: 148.5cm / 4'8ft_x000D_
Weight: 46kg / 101lbs _x000D_
-_x000D_
Sagiri was taught to draw by her mother at a young age, and by the time she was around the age of nine, she became Masamune's illustrator. A year before the events of the novel, Sagiri met Masamune, though she didn't realize that he was the author she was working with despite the similar names. After her mother died, she temporarily stopped drawing and going outside. After seeing a live video of someone drawing images and getting a response, Sagiri became interested in live video feeds and started drawing images on a camera disguising her face and voice so that nobody would recognize her or learn about her. She eventually started to interact with people who saw her video feed (while still disguised). At some point, Masamune was too busy to cook and she chose to go hungry rather than go outside her room to get food._x000D_
_x000D_
(Source: Eromanga-sensei Wiki)",2855,Alchemist,"{""hp"": 65, ""atk"": 66, ""mag"": 100, ""vit"": 61, ""spr"": 128, ""int"": 137, ""spd"": 94, ""lck"": 82}","{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""C"", ""Buffer"": ""S"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","[""light""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""resist"", ""dark"": ""weak""}"
mal,84687,Hinata Gokou,Eromanga-sensei,32901,Anime,1,https://cdn.myanimelist.net/images/characters/12/208035.jpg,"Hinata Gokou is the second oldest of the three Gokou siblings. Because of her age, she tends to take over in caring for the youngest Goukou sister, Tamaki Gokou whenever her older sister Ruri isn't present.",11,Healer,"{""hp"": 63, ""atk"": 59, ""mag"": 70, ""vit"": 68, ""spr"": 101, ""int"": 97, ""spd"": 71, ""lck"": 83}","{""Mage"": ""D"", ""Attacker"": ""D"", ""Healer"": ""S"", ""Buffer"": ""S"", ""Debuffer"": ""C"", ""Defender"": ""D"", ""Specialist"": ""D""}","[""light""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""resist"", ""dark"": ""weak""}"
