mal_id,name,name_kanji,nicknames,about,image_url,favorites,series_type,series_mal_id
104827,Tami Nishimikado,西御門 多美,,"Birthday: October 12
Zodiac: Libra
Height: 155 cm
Weight: 48 kg
Blood type: O
Favorite flower: Lily

Tami is a 14-year-old middle school senior. She is Naru's childhood friend. She is the Yuihama Middle School Student Council vice president. Tami is also Machi's best friend and classmate. She is mild-mannered, beautiful and princess-like, and thus seen as an ideal perfect lady by her peers. Because of this, she became an object of Naru's admiration as she believes Tami is more interesting and unique.

Tami comes from a wealthy family and had been studying ballet, piano, tea ceremony and flower arrangement since she was young.",https://cdn.myanimelist.net/images/characters/12/352103.jpg,30,anime,21681
104825,Yaya Sasame,笹目 ヤヤ,,"Age: 14
Birthdate: June 1
Blood type: A
Height: 158 cm
Weight: 48 kg
Favorite flower: red rose

Yaya is Naru's best friend from elementary school. Since they were little, Yaya has been watching over Naru's timid character and understands her quite well. She is currently in the same grade as Naru. Yaya is very sociable and her appearance is very cute and pretty, making her to be popular amongst her peers. She is also in a band called ""Need Cool Quality."" She believes in chasing after what she wants to do and likes to take advantage of her youth while it lasts. As her best friend, Yaya is supportive of Naru and encourages her to work towards finding what she wants to do.",https://cdn.myanimelist.net/images/characters/6/352102.jpg,26,anime,21681
104821,Naru Sekiya,関谷 なる,,"Age: 14
Birthdate: April 2
Zodiac: Aries
Height: 150 cm
Weight: 45 kg
Blood type: B
Favorite flower: cherry blossoms
Likes: reading, writing, drawing

Naru is a 14-year-old middle school sophomore. She has been best friends with Yaya since elementary school and has known Tami since childhood. She loves fairy tales and greatly idolizes the heroines in the stories. She sees herself as a girl who is average in every way possible, but desperately wishes to change herself to be more like the girls from the fairy tales she reads. She is timid by nature and is slightly jealous of some of her peers, including Yaya, Hana, and Tami, as she thinks of them to be more interesting than she is.",https://cdn.myanimelist.net/images/characters/11/352099.jpg,83,anime,21681
104829,Machi Tokiwa,常盤 真智,,"Birthdate: August 5
Zodiac: Leo
Height: 163 cm
Weight: 50 kg
Blood type: B
Favorite flower: sunflower

Machi is a 14-year-old middle school senior. She is the Yuihama Middle School Student Council President. Machi is also Tami's best friend and classmate. She is shown to be act tough and serious, and has a strict and disciplinistic attitude but is weak against Tami.

She has a rocky relationship with her older sister, Sari, who is a teacher at their school, and is against the idea of Sari becoming the advisor of the Yosakoi Club.",https://cdn.myanimelist.net/images/characters/5/352101.jpg,9,anime,21681
106513,Masaru Oofuna,大船 勝,Tenchou|Aniki,"A 33-year-old bachelor who looks like a yakuza, Masaru is actually a friendly and caring person. He runs the shop Yosakoi Masaru and gives Hana and Naru advice concerning yosakoi. He took a romantic interest on Sari during a chance encounter.",https://cdn.myanimelist.net/images/characters/6/253157.jpg,2,anime,21681
104835,Tomo Sekiya,関谷 とも,,"Tomo Sekiya is the wife of Naomasa Sekiya and the mother of Naru Sekiya.

No voice actors have been added to this character. Help improve our database by searching for a voice actor, and adding this character to their roles .",https://cdn.myanimelist.net/images/characters/13/259977.jpg,1,anime,21681
104831,Sari Tokiwa,常盤 沙里,,"Sari is a 25-year-old teacher at Yuihama Middle School. She is also Machi's older sister. She is supposedly irresponsible and selfish, as described by Machi; however, she is very well-liked amongst the student body and is often referred to as just ""Sari-chan.""",https://cdn.myanimelist.net/images/characters/10/254061.jpg,2,anime,21681
109665,Sachiko Yamanoshita,山ノ下 祥子,Sacchin,Sachiko is a middle school sophomore and is a classmate of Yaya. She is the lead vocalist and guitarist of the band Need Cool Quality.,https://cdn.myanimelist.net/images/characters/15/254063.jpg,1,anime,21681
164541,Shouko Hida,飛騨 しょうこ,,"Satou's best friend and co-worker who comes from a rich family. Shouko often lies to her mother about staying with Satou to meet with boys.


(Source: Wikipedia)",https://cdn.myanimelist.net/images/characters/9/363523.jpg,114,anime,37517
160146,Asahi Koube,神戸 あさひ,,"A boy who is searching for the whereabouts of Shio. He's later revealed to be Shio's older brother.


(Source: Wikipedia)",https://cdn.myanimelist.net/images/characters/16/359859.jpg,104,anime,37517
134257,Shio Koube,神戸 しお,,"A estimated 5-7 year old girl who lives with Satou, she cares and loves Satou and enjoys bathing and sleeping with her, she is not allowed outside for any reason as she was told it is dangerous.
She is seen wearing a Light blue sailor suit and skirt.
She is willing to kiss, love and Hug Satou if she experiences a Bitter feeling.
(Source: Happy Sugar Life)",https://cdn.myanimelist.net/images/characters/10/359860.jpg,276,anime,37517
134256,Satou Matsuzaka,松阪 さとう,,"Satou Matsuzaka learns to love for the first time after meeting Shio Koube and lives with her in a shared apartment. Publically, she tells people that she resides with her aunt in her apartment, and keeps the fact that she lives with Shio a secret.

Satou is a freshman at Makikou High School and primarily works at Cure á Cute, maintaining a kind nature and getting along well with other people in order to sustain her lifestyle with Shio. While she wishes she could spend her time with Shio forever in their apartment, she is aware of the fact that they cannot live on peacefully if she does not work and earn money for food, utilities, etc. Because of this, Satou often has to confront the outside world where people interfere with her relationship due to her past history of accepting anyone who has confessed to her and changing partners every three days. Satou is prone to severe animosity when people disrupt her relationship with their interpretation of ""love,"" and can be easily provoked when it comes to Shio due to her overprotectiveness. She is willing to take any action necessary to eliminate threats to Shio and their ""Happy Sugar Life.""

(Source: Happy Sugar Life Wiki)",https://cdn.myanimelist.net/images/characters/12/359861.jpg,1881,anime,37517
161320,Taiyou Mitsuboshi,三星 太陽,,"Taiyou Mitsuboshi is a high school student and is one of Satou's co-workers at Cure á Cute.


(Source: Happy Sugar Life Wiki)",https://cdn.myanimelist.net/images/characters/10/359858.jpg,25,anime,37517
164045,Shizuka Kitaumekawa,北埋川 静香,,Daichi's wife.,https://cdn.myanimelist.net/images/characters/7/365486.jpg,2,anime,37517
164048,Daichi Kitaumekawa,北埋川 大地,,A popular teacher at Satou's highschool.,https://cdn.myanimelist.net/images/characters/7/363522.jpg,6,anime,37517
164047,Minori Kitaumekawa,北埋川 みのり,,Daichi's daughter who is in preschool.,https://cdn.myanimelist.net/images/characters/6/365485.jpg,2,anime,37517
165466,Yuuna Koube,神戸 ゆうな,,"Shio and Asahi's mother.




(Source: Manga)",https://cdn.myanimelist.net/images/characters/2/461262.jpg,1,anime,37517
180816,Tajima Mitori,みとり,,,https://cdn.myanimelist.net/images/characters/12/405822.jpg,1,anime,37517
165467,Sumire Miyazaki,宮崎 すみれ,,,https://cdn.myanimelist.net/images/characters/15/461263.jpg,3,anime,37517
164050,Satou's Aunt,さとうの叔母,,"A relative of Satou who had taken full custody of her after her parents died many years ago. Despite her happy and cheery nature, she is deeply insane and has a very warped perception of ""love"" in which she accepts all forms of desires towards her with disturbing masochistic pleasure. Her deeply twisted views of love are held responsible for making Satō think in a similar way and making her into the deranged psychopath that she is today.",https://cdn.myanimelist.net/images/characters/7/363521.jpg,231,anime,37517
208199,Crow,カラス,,,https://cdn.myanimelist.net/images/characters/4/469278.jpg,13,anime,38816
50227,Alice Cartelet,アリス・カータレット,,"Birthday: April 5th
Blood type: A
Height: 139 cm

An English girl who transfers into Shinobu's school and stays at her house. She loves Japanese culture.

Alice is a cute petit girl who is fluent in both English and Japanese (though it is mentioned that during Shinobu's homestay in England, the both of them communicated with each other only using the words, ""thank you"" and ""konnichiwa"").

Alice is very close to Shinobu and often tries to catch her attention, even to the point where she would try to one-up herself from Karasuma-sensei so Shinobu could see that Alice's English is better than Karasuma's.

Alice is one of the most level headed people in the group, though she often finds herself embarrassed or in strange situations whenever she tries to win over Shinobu's attention.

Alice has shown slight jealousy towards Karen and even Karasuma-sensei because Karen often pushes herself onto Shinobu and Shinobu admires Karasuma-sensei.

Nevertheless, Alice's more negative feelings are often used in a joking manner within the series rather than a spiteful one.",https://cdn.myanimelist.net/images/characters/7/264479.jpg,168,anime,23269
50231,Youko Inokuma,猪熊 陽子,,"Birthday: August 20
Height: 163cm
Blood type: O

Youko is Shinobu's classmate and also Aya's friend since middle school. Youko often teases Aya, even going as far as telling the group that Aya would never leave her side in middle school because Aya was too shy to do anything alone (though Aya strongly denies this).

While Youko is very energetic, athletic and high spirited, at the same time, she is one of the most level headed people in the group (the other ones being Aya and Alice). 

She has a few younger siblings that she loves to play with. It has been noted by Aya that Youko's little brother's voice sounds almost exactly like Youko's.",https://cdn.myanimelist.net/images/characters/3/213439.jpg,94,anime,23269
50229,Aya Komichi,小路 綾,Ayaya,"Birthday: September 15
Height: 159cm
Blood type: A

Aya is Shinobu's classmate. She has also been friends with Youko since middle school. Aya is bright and graceful, though at the same time, she is very shy, timid but still occasionally displays tsundere tendencies towards Youko.

Aya usually has troubles reading the atmosphere, which often leads to comedic moments in the series, though despite this, she is still one of the most level headed people in the group.",https://cdn.myanimelist.net/images/characters/7/213441.jpg,411,anime,23269
50223,Karen Kujou,九条 カレン,,"Birthdate: December 1
Height: 150cm
Blood type: AB

A half-British, half-Japanese girl who was Alice's friend back in England. She also comes to Japan and enrolls in Shinobu's school.

Karen generally is a very energetic girl (even more so than Youko). She is very outgoing and not afraid to show her emotions. 

Karen has mentioned on multiple occasions that she ""really really really loves"" Shinobu (大大大好き!), which makes Alice jealous sometimes. She gets along with everybody in her class, even to the point where they would give her lots of food if she ever forgot her lunch. It has been noted that Karen doesn't gain weight despite consuming lots of food.

She calls Aya ""Ayaya,"" because of a small misunderstanding when they first met.",https://cdn.myanimelist.net/images/characters/13/223473.jpg,1592,anime,23269
50225,Shinobu Oomiya,大宮 忍,Shino,"Birthdate: June 6th
Height: 155cm
Blood type: A

A graceful and air headed 15-year-old girl. She previously stayed over at Alice's home in England, although she herself is rather bad at English and has generally bad grades.

Shinobu has taken a liking to the English language and often tries to find opportunities to act like an English person. She has tried reading English newspapers (though she doesn't, if not, barely understands any of it) and even tried to listen in on Alice and Karen's conversations when they are speaking in English.",https://cdn.myanimelist.net/images/characters/8/264531.jpg,62,anime,23269
87701,Grace Cartelet,グレース・カータレット,,Alice's mother.,https://cdn.myanimelist.net/images/characters/7/213493.jpg,3,anime,23269
127158,Kana Higurashi,日暮 香奈,,Kana Higurashi is Honoka's childhood friend. They are on the tennis team together.,https://cdn.myanimelist.net/images/characters/5/498887.jpg,1,anime,23269
92543,Mitsuki Inokuma,猪熊 美月,,Youko's little sister. She and Kouta are twins.,https://cdn.myanimelist.net/images/characters/14/264525.jpg,6,anime,23269
92541,Kouta Inokuma,猪熊 空太,,Youko's little brother. He and Mitsuki are twins.,https://cdn.myanimelist.net/images/characters/14/264523.jpg,2,anime,23269
84573,Sakura Karasuma,烏丸 さくら,,"Birthday: October 19
Height: 160cm
Blood type: B

Shinobu's English teacher, who is often seen wearing a tracksuit jersey. She is kind, meek and absent-minded. Alice sees her as a rival for Shino's affections. She has two older brothers.

(Source: Wikipedia)",https://cdn.myanimelist.net/images/characters/6/213491.jpg,15,anime,23269
104417,Akari Kuzehashi,久世橋 朱里,Kusshi,"Birthday: July 24
Height: 165cm
Blood type: O

Aya, Karen and Shinobu's 2nd year homeroom teacher.",https://cdn.myanimelist.net/images/characters/9/285264.jpg,24,anime,23269
88709,Honoka Matsubara,松原 穂乃花,,Karen's classmate. She and her classmates usually giving some food to Karen during lunch break at school. She is a member of the tennis club.,https://cdn.myanimelist.net/images/characters/7/214811.jpg,10,anime,23269
84571,Isami Oomiya,大宮 勇,,"Shinobu's older sister who is a fashion model. She is often worried about Shinobu and the fact that she is very careless and absent-minded but she manages to handle her very well.

(Source: Wikipedia)",https://cdn.myanimelist.net/images/characters/6/213433.jpg,6,anime,23269
87955,Oomiya's Mother,忍のお母さん,,Shinobu's mother.,https://cdn.myanimelist.net/images/characters/13/213489.jpg,1,anime,23269
52819,Azusa Azuki,小豆 梓,Komame-chan,"Gender: Female
Birthday: June 19
Occupation: Student
Part-time waitress
Part-time constructor
Part-time paper girl

Azusa is a second year high school student, a very popular girl known as an ojou-sama. She is always alone and turns down all confessions of love she receives. She likes animals.",https://cdn.myanimelist.net/images/characters/15/203695.jpg,323,anime,15225
42469,Tsukiko Tsutsukakushi,筒隠 月子,,"Gender: Female
Age: 15-16
Birthday: January 21
Sign: Aquarius
Blood Type: A
Height: 4'11
Occupation: Student

She meets the main character in the beginning of the manga. She ends up losing her emotion because of the infamous Stony Cat. She helps out Youto find the person who obtained his lost trait, in order to regain her own.",https://cdn.myanimelist.net/images/characters/11/217989.jpg,2189,anime,15225
54939,Tsukushi Tsutsukakushi,筒隠 つくし,Koutetsu no Ou (Steel King),"Tsukushi is the president of the track and field club. She is also the older sister of Tsukiko. She often bullies Youto, and is the person who made him to be known as Hentai Ouji. She wants to marry her little sister Tsukiko. She is the person who set up the cat statue.",https://cdn.myanimelist.net/images/characters/11/227085.jpg,135,anime,15225
42470,Youto Yokodera,横寺 陽人,Hentai Ouji,"Yokodera Youto is the main protagonist of ""Hentai Ouji to Warawanai Neko"". He is portrayed to secretly be a huge pervert who can't express his inner self truly because his deeds are always misunderstood. He even claims that he joined the athletics club just so he could see girls in shorts.

When hearing some rumors from a childhood friend, he makes a wish onto the infamous 'Stony Cat', of no longer being capable to lie and make excuses in exchange for the belt of a hug pillow he offered. And so, he loses this 'facade'.

After the removal of his facade, Yokodera is troubled as it makes him be painfully honest to others. Later on, he learns that someone will take the missing trait one owned before wishing onto the mysterious cat-like object. He then starts searching for the lost belt he previously had.


(Source: Wikipedia)",https://cdn.myanimelist.net/images/characters/14/325147.jpg,162,anime,15225
83319,Mother Azuki,小豆の母,,Azusa Azuki's mother. A kind-hearted woman who is concerned about her daughter's inability to make friends.,https://cdn.myanimelist.net/images/characters/13/325148.jpg,1,anime,15225
82361,Mai Maimaki,舞牧 麻衣,,"Mai is the vice president of the athletics club. She admires Tsukushi and wants to be her successor, therefore making her hostile toward Youto, who is another candidate for the next club president. Despite this, she also has a kind side, as she reluctantly agrees to go on a date with Youto when being demanded to do so by Tsukushi. It is hinted that she is more perverted than Youto.

(Source: Wikipedia)",https://cdn.myanimelist.net/images/characters/3/212173.jpg,6,anime,15225
83073, Morii,モリイ,,"Morii and Moriya are Azusa's friends back at middle school. They used to be the one who bullied her, but made up after Yōto manage to get them to apologize. They believe that Yōto and Azusa are a couple.

(Source: Wikipedia)",https://cdn.myanimelist.net/images/characters/4/209895.jpg,1,anime,15225
83075, Moriya,モリヤ,,"Morii and Moriya are Azusa's friends back at middle school. They used to be the one who bullied her, but made up after Yōto manage to get them to apologize. They believe that Yōto and Azusa are a couple.

(Source: Wikipedia)",https://cdn.myanimelist.net/images/characters/11/203987.jpg,3,anime,15225
67929,Emanuela Pollarola,エマヌエーラ・ポルラローラ,Emi,"Emi knows both Yokodera and Ponta. She came from Italy and enjoys spending time with Yokodera. Like how Azusa frequently uses bizarre analogies to animals, Emi frequently uses strange analogies to plants, such as calling someone a ""stupid pumpkin.""",https://cdn.myanimelist.net/images/characters/13/325150.jpg,7,anime,15225
74830,Ponta,ポン太,,Yokodera's best friend.,https://cdn.myanimelist.net/images/characters/15/202571.jpg,1,anime,15225
87087,Tsukasa Tsutsukakushi,筒隠 ツカサ,,Tsukushi and Tsukiko's mother.,https://cdn.myanimelist.net/images/characters/15/212033.jpg,24,anime,15225
93483,Warawanai Neko,笑わない猫像,,,https://cdn.myanimelist.net/images/characters/13/226403.jpg,3,anime,15225
152123,Aoi Inuyama,犬山 あおい,Inuko,"Aoi Inuyama is a young girl from the show Yuru Camp. She is the co-president of The Outdoor Activities Club at her school alongside Chiaki Oogaki. She briefly appeared in ""Mount Fuji and Curry Noodles,"" before officially appearing in ""Welcome to the Outdoor Activities Club!""

Aoi has medium-length brown hair, olive-green eyes, and pale skin. She keeps her hair in a ponytail on the side of her head, held by a purple hair bobble.
 
Sometimes she tells some lies that seems like the truth. She is also a good cook.

When camping or outdoors, she wears a large grey-and-white scarf, a light-blue sweater with a dark-blue shirt, a multicolored skirt, and brown boots.

When in school, she wears the typical female uniform (seifuku, 制服). She's currently wearing the winter seifuku. 

She speaks Japanese with the Kansai dialect, although she's from Inuyama.

(source: Yuru Camp Wiki)",https://cdn.myanimelist.net/images/characters/9/368347.jpg,745,anime,38476
152120,Nadeshiko Kagamihara,各務原 なでしこ,,"Nadeshiko Kagamihara is a young girl from Nanbucho. She is very cheerful and energetic, but easily forgets things. She also likes to eat a lot.

Nadeshiko has long pink hair which she keeps in twin ponytails on the back of her head (held by white ruffled scrunchies), light blue eyes, and pale skin.

When camping, she wears a plaid pink jacket, a light pink ruffled dress underneath, black leggings, and green-and-white lace-up boots (or, alternatively, dark brown boots that are rolled down) with grey fingerless gloves and an orange scarf.

In school, she wears the typical female uniform (seifuku, 制服). She's currently wearing the winter seifuku.

Her birthday is same as Aoi Inuyama's.

(Source: Yuru Camp Wiki)",https://cdn.myanimelist.net/images/characters/2/366169.jpg,3345,anime,38476
152122,Chiaki Oogaki,大垣 千明,Aki,"Chiaki Oogaki is a young girl from the show Yuru Camp. She briefly appeared in ""Mount Fuji and Curry Noodles,"" before officially appearing in ""Welcome to the Outdoor Activities Club!"".

Chiaki has brown eyes, long bluish-purple hair, and pale skin. She wears her hair in twin ponytails on the side of her head with some of her hair falling onto the sides of her face, has very short bangs, and has rectangular wire-frame glasses.

When outdoors and when camping, she wears black leggings, reddish-brown boots, and a large dark-blue coat.

When at school, she wears the typical female uniform (seifuku, 制服). She's currently wearing the winter seifuku.

Her birthday is on August 31st.

(Source: Yuru Camp Wiki)",https://cdn.myanimelist.net/images/characters/2/337013.jpg,270,anime,38476
157436,Narrator,ナレーション,,,https://cdn.myanimelist.net/img/sp/icon/apple-touch-icon-256.png,16,anime,38476
152121,Ena Saitou,斉藤 恵那,,"Ena Saitou is a young girl from the show Yuru Camp. She first appears in ""Welcome to the Outdoor Activities Club!"" and owns a dog named Chikuwa.

Ena has blue eyes, short brown hair, and pale skin.

When outdoors or camping, she wears a puffy blue coat and maroon leggings. She also wears white-and-blue ankle-warmers, grey boots, and a white-and-blue scarf with grey gloves and earmuffs.

In school, she wears the typical female uniform (seifuku, 制服). She's currently wearing the winter seifuku.

(Source: Yuru Camp Wiki)",https://cdn.myanimelist.net/images/characters/12/337015.jpg,254,anime,38476
159061,Saki Shima,志摩 咲,,Rin's mother.,https://cdn.myanimelist.net/images/characters/15/350651.jpg,13,anime,38476
152119,Rin Shima,志摩 リン,Shimarin,"Rin is a young girl who enjoys camping. She usually camps by herself, until she meets Nadeshiko.

Rin has purple eyes, dark-purple hair, and pale skin.

When camping, she wears brown boots and black leggings, a pinkish dress, and a green sweater underneath a plaid grey shawl. She usually keeps her hair in a bun. Sometimes she also wears a white knit-cap and has her hair loose. In one of the episodes, Ena Saitou tied her bun into a small teddy bear.

(Source: Yuru Camp Wiki)",https://cdn.myanimelist.net/images/characters/10/358813.jpg,5987,anime,38476
160390,Ryouko Toba,鳥羽 涼子,,Minami's sister.,https://cdn.myanimelist.net/images/characters/7/385009.jpg,1,anime,38476
152124,Minami Toba,鳥羽 美波,,"Minami Toba is a teacher at Motosu High School. She becomes the advisor for the Outdoor Activities Club before the Christmas camping trip.

(Source: Yuru Camp Wiki)",https://cdn.myanimelist.net/images/characters/13/543900.jpg,88,anime,38476
120021,Hazuki Katou,加藤 葉月,,"Height: 155 cm
Birthday: February 13
Zodiac: Aquarius
Blood type: A
Instrument played: Tuba

Kumiko's classmate. She was in the tennis club in junior high school, and is a beginner in music. She admires the trumpet and joined the brass band club, but ended up playing the tuba. She's a bright and perky mood-maker.


(Source: ANN)",https://cdn.myanimelist.net/images/characters/5/354300.jpg,115,anime,27989
120023,Sapphire Kawashima,川島 緑輝,Midori,"Birthday: November 3
Zodiac: Scorpio
Height: 148 cm
Blood type: B
Instrument: Contrabass

Kumiko's classmate. At an elite junior high school for young ladies, she learned to play the contrabass. She joined the brass band club to continue to happily play music. She has a positive personality, but worries about her name.

(Source: ANN)",https://cdn.myanimelist.net/images/characters/14/354301.jpg,98,anime,27989
120017,Reina Kousaka,高坂 麗奈,,"Birthday: May 15
Zodiac: Taurus
Height: 158 cm
Blood type: O
Instrument: Trumpet

A first year who graduated from the same junior high school as Kumiko. Influenced by her father, a professional, she has been playing the trumpet since she was little, so she continues in the concert band club at Kitauji High School. She is stoic and has a sense of pride in her trumpet skills, though she still respects her upperclassmen. After their junior high won a gold at a concert band competition, she and Kumiko had a falling-out.


(Source: ANN)",https://cdn.myanimelist.net/images/characters/5/354305.jpg,2820,anime,27989
120015,Kumiko Oumae,黄前 久美子,,"Height: 162 cm
Birthday: August 21
Zodiac: Leo
Blood type: A
Instrument: Euphonium

Kumiko enrolled in Kitauji High School to wear the sailor uniforms she liked and to get a fresh start. Though she was doubtful, she decided to join the concert band club and continue playing the euphonium. She has a habit of immediately saying what she's thinking and changes her mind easily. She had a falling-out with Reina in middle school.


(Source: ANN)",https://cdn.myanimelist.net/images/characters/8/280130.jpg,7375,anime,27989
127182,Takuya Gotou,後藤 卓也,,"He is a second year student who plays the tuba.

Takuya is a tall, young man who wears the standard male Kitauji High School uniform. He has short, spiked, messy, dark brown hair and brown eyes, framed by thick, black glasses.

Most of the times he is quiet, but he can also say something that others think is quite mean, but he doesn't really do it on purpose, as he just says things that are on his mind. Also, despite his rough appearance, Takuya is a very friendly young man, and gives good advise to those younger to him and he likes his tuba. He also says that love and confidence are important.


(Source: Hibike! Euphonium Wikia)",https://cdn.myanimelist.net/images/characters/16/282017.jpg,18,anime,27989
164440,Sumiko Hirao,平尾 澄子,,"Sumiko Hirao is a second year student at Kitauji High School who is an alto saxophone in the Kitauji Concert Band. 

No voice actors have been added to this character. Help improve our database by searching for a voice actor, and adding this character to their roles .",https://cdn.myanimelist.net/images/characters/3/440594.jpg,1,anime,27989
169201,Lala Hitomi,瞳 ララ,,"Lala Hitomi is a minor character in the Hibike! Euphonium series. In the main series, she is a first-year student at Kitauji High School who plays the Horn in F. She is also the member of Monaka team.

As a minor character, she has a very small role in the anime series. Lala is usually seen with other Monaka team members. She and Miru Kishibe seems to have good senpai-kouhai relationship since they appear in the same screen a lot.

(Source: Hibike! Euphonium Wikia)

No voice actors have been added to this character. Help improve our database by searching for a voice actor, and adding this character to their roles .",https://cdn.myanimelist.net/images/characters/7/375921.jpg,1,anime,27989
261368,Junna Inoue,井上 順菜,,"Junna Inoue is a supporting character in Sound! Euphonium series. She is a student at Kitauji High School in the same year as Kumiko Oumae who is a percussionist in the school's concert band. She became the band's percussion section leader during Kumiko's third year.

(Source: Hibike! Euphonium Wiki)

No voice actors have been added to this character. Help improve our database by searching for a voice actor, and adding this character to their roles .",https://cdn.myanimelist.net/images/characters/8/573302.jpg,1,anime,27989
165380,Tomoe Kabe,加部 友恵,,,https://cdn.myanimelist.net/images/characters/6/424972.jpg,2,anime,27989
141419,Nozomi Kasaki,傘木 希美,,"Nozomi is a second year student who used to play flute for the Kitauji High School's Bass Band Club in her first year. She and most of the first year members quit the club due to a conflict between the first year members and then the third year members at that time.

(Source: Hibike Euphonium Wikia)",https://cdn.myanimelist.net/images/characters/2/316295.jpg,180,anime,27989
129092,Kohaku Kawashima,川島 琥珀,,The younger sister of Midori. Kohaku is often noted how closely she resembles her older sister. Kohaku is a shy and timid girl.,https://cdn.myanimelist.net/images/characters/6/283043.jpg,1,anime,27989
130712,Raina Kitamura,喜多村 来南,,"The bassoon and oboe section leader at Kitauji High School. Kurumi is a third year student who plays the bassoon but marches with pompoms during parades. She is the tallest female member, and among the tallest in the entire band. Kurumi is often seen with her close friend Mikino Oka, the other third year bassoonist at Kitauji High.

In her appearances throughout the episodes, Kurumi's face often has a serious or passive expression. However, she is shown with a bright smile while marching the parade.

As a side character, she has a very small role in the anime series. While she was present at the section leader meeting in episode 4, she did not voice an opinion. She is shown speaking a line in the background during episode 7.

No voice actors have been added to this character. Help improve our database by searching for a voice actor, and adding this character to their roles .",https://cdn.myanimelist.net/images/characters/3/285941.jpg,8,anime,27989
127187,Michie Matsumoto,松本 美知恵,,Kumiko and Hazuki's teacher. She serves as the vice/deputy adviser of the Brass Band.,https://cdn.myanimelist.net/images/characters/15/314378.jpg,1,anime,27989
127183,Riko Nagase,長瀬 梨子,,"A second year student who plays the tuba and is in charge of the tubas in the Brass Band.

Riko is a friendly girl who is polite and respects all people in the school. She can however be serious.

She is Gotou's girlfriend.

(Source: Hibike! Euphonium Wiki)",https://cdn.myanimelist.net/images/characters/13/354292.jpg,7,anime,27989
127235,Natsuki Nakagawa,中川 夏紀,,"A second year student who plays the euphonium. She is rarely seen talking, and it seems like she has an aloof attitude. It is later revealed that the second-years are like this because there aren't many second-years, due to something that happened in the past.

However, Natsuki is normally friendly to everyone, and tends to be mature and calm in most situations. She is also understanding of situations and takes everything quite nicely.

(Source: Hibike! Euphonium Wiki)",https://cdn.myanimelist.net/images/characters/8/287541.jpg,627,anime,27989
149574,Tsubomi Nakano,,,"A first year who plays the flute in Kitauji High School Band.

No voice actors have been added to this character. Help improve our database by searching for a voice actor, and adding this character to their roles .",https://cdn.myanimelist.net/images/characters/14/326086.jpg,1,anime,27989
124463,Kaori Nakaseko,中世古 香織,,"Birthday: September 3
Zodiac: Virgo
Blood type: A
Instrument played: Trumpet

A third-year high school student who plays trumpet and acts as the trumpet section leader. Kaori is considered to be popular and well liked among the members of the band, and has a soft tone in her voice and a gentle demeanor.

(Source: Hibike! Euphonium Wiki)",https://cdn.myanimelist.net/images/characters/13/284932.jpg,32,anime,27989
129450,Hideri Noguchi,野口 ヒデリ,Sen,A third-year high school student and the leader of the trombone section of the Brass Band club.,https://cdn.myanimelist.net/images/characters/5/284070.jpg,1,anime,27989
124462,Haruka Ogasawara,小笠原 晴香,,"Birthday: October 28
Zodiac: Scorpio
Blood type: O
Instrument played: Baritone Saxophone

A third-year high school student. She plays the Baritone Saxophone and serves as the school band's director and president as well as the saxophone section leader.

(Source: Hibike! Euphonium Wiki)",https://cdn.myanimelist.net/images/characters/16/354302.jpg,66,anime,27989
127184,Mamiko Oumae,黄前 麻美子,,Kumiko's older sister and one of the reasons behind Kumiko's interest in playing brass instruments.,https://cdn.myanimelist.net/images/characters/8/284935.jpg,15,anime,27989
132574,Yoriko Saika,雑賀 頼子,,"A third-year who plays the piccolo and flute in Kitauji High School's band.

No voice actors have been added to this character. Help improve our database by searching for a voice actor, and adding this character to their roles .",https://cdn.myanimelist.net/images/characters/15/326085.jpg,1,anime,27989
127236,Aoi Saitou,斎藤 葵,,"A third year in the Brass Band, who plays the tenor saxophone.",https://cdn.myanimelist.net/images/characters/12/381500.jpg,5,anime,27989
164439,Masako Sakai,堺 万紗子,,"Masako Sakai is a first year student at Kitauji High School who is a percussionist in the Kitauji Concert Band. 

No voice actors have been added to this character. Help improve our database by searching for a voice actor, and adding this character to their roles .",https://cdn.myanimelist.net/images/characters/13/366785.jpg,10,anime,27989
127186,Azusa Sasaki,佐々木 梓,,"Height: 157 cm
Blood Type: A
Birthday: March 7 (Pisces)
Instrument: Trombone
School: Rikka High School

Azusa Sasaki is Oumae Kumiko's fellow band-mate when they were is middle school. Now they are friendly rivals as they attend different high schools. 

She is a very friendly girl who cares about her friends and has a quite mature nature. She likes playing instruments and is passionate about music.

(Source: Hibike! Euphonium Wiki)",https://cdn.myanimelist.net/images/characters/5/390747.jpg,3,anime,27989
202767,Chieri Takahisa,高久 ちえり,,"Chieri is a first-year student at Kitauji High School in the main series and a member of the concert band who plays the clarinet, but she switches to playing the E♭ Clarinet in her second year.

(Source: Hibike! Euphonium Wikia)

No voice actors have been added to this character. Help improve our database by searching for a voice actor, and adding this character to their roles .",https://cdn.myanimelist.net/images/characters/12/456800.jpg,1,anime,27989
124464,Noboru Taki,滝 昇,,"Birthday: August 23
Height: 184 cm
Zodiac: Virgo
Blood type: A

A new music teacher in Kitauji High School and serves as the adviser to the Brass Band club. He is a teacher who is in charge of Class 2-5 (Second years, class 5).

(Source: Hibike Euphonium Wiki)",https://cdn.myanimelist.net/images/characters/8/525608.jpg,101,anime,27989
