mal_id,title,title_english,title_japanese,type,episodes,status,aired_from,aired_to,score,scored_by,rank,popularity,members,favorites,synopsis,image_url,genres,studios
23269,Hello!! Kiniro Mosaic,Hello!! KINMOZA!,ハロー!!きんいろモザイク,TV,12,Finished Airing,2015-04-06T00:00:00+00:00,2015-06-22T00:00:00+00:00,7.49,39054,2063,2595,82341,252,"Although learning different languages continues to be an interest for Shinobu and her friends, the new school year brings unexpected difficulties. Not only is there always something new and different to distract them from their studies, but Alice and Yoko also are having trouble adjusting to being in a different class from Shinobu and Aya.

Meanwhile, Karen isn't getting along at all with her new homeroom teacher, and it doesn't help that the teacher is having trouble figuring out how to make herself seem friendlier to her students as well. Craziness may ensue, but sometimes, all it takes is the right mutual experience to bring everyone together.

While some of those experiences may not be as well-thought-out as others (like when Alice and Aya act like juvenile delinquents to seem more grown up), the gang's new adventures are certain to warm everyone's heart as the fun and friendships keep growing in HELLO!! KINMOZA!

(Source: Sentai Filmworks)",https://cdn.myanimelist.net/images/anime/1107/117611l.jpg,Slice of Life,Studio Gokumi
15225,Hentai Ouji to Warawanai Neko.,"The ""Hentai"" Prince and the Stony Cat.",変態王子と笑わない猫。,TV,12,Finished Airing,2013-04-13T00:00:00+00:00,2013-06-29T00:00:00+00:00,7.13,242887,3839,531,465567,1758,"Youto Yokodera wants to be seen in a way different from most men: as a pervert. However, his lewd actions are often misinterpreted as good intentions, and people cannot see his true nature. Upon hearing rumors of a cat statue that can banish an unwanted trait, he searches for it and prays for his façade to be removed. But each wish comes at a price: those unwelcomed traits are transferred to someone else who desires them!

After realizing that vocalizing his dirty thoughts is not the best thing, Youto decides to regain his lost traits by seeking out the person who received them. Unfortunately, he was not alone in praying to the cat statue, and now he must not only fix his life, but the lives of others as well.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/3/75788l.jpg,Comedy|Romance|Supernatural,J.C.Staff
38476,Heya Camp△,Room Camp,へやキャン△,TV,12,Finished Airing,2020-01-06T00:00:00+00:00,2020-03-23T00:00:00+00:00,7.36,47608,2624,2236,104366,152,"During an Outdoor Activities Club meeting, Nadeshiko Kagamihara, Aoi Inuyama, and Chiaki Oogaki debate what it means to be a real Yamanashi native. Somewhere along the line, Chiaki brings up the Yamanashi Kids' Stamp Rally, which Nadeshiko has never heard of. The rally encourages one to visit famous places in the prefecture and collect stamps; those who complete the rally will win a year's worth of Minobu steamed buns. Enticed by the humongous food prize, Nadeshiko is set on participating.

Follow the Outdoor Activities Club as they travel around the Yamanashi prefecture to collect stamps and explore what the region has to offer!

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1228/104364l.jpg,Slice of Life,C-Station
27989,Hibike! Euphonium,Sound! Euphonium,響け！ユーフォニアム,TV,13,Finished Airing,2015-04-08T00:00:00+00:00,2015-07-01T00:00:00+00:00,8.02,206827,668,497,497330,7958,"Now that Kumiko Oumae has enrolled in Kitauji High School, she hopes to forget about her past. Despite her desire for a fresh start, she gets dragged into the school's band club by her new friends—Sapphire Kawashima and Hazuki Katou—and is once again stuck playing the euphonium. 

As the band currently stands, they won't be able to participate in the local festival, Sunfest, let alone compete at a national level. The band's new advisor, Noboru Taki, gives them a choice: they can relax and have fun, or practice hard and attempt to get into nationals. Not wanting to repeat her mistakes from middle school, Kumiko is doubtful as to whether they should try for nationals. Amidst the chaos, she learns that her old bandmate, Reina Kousaka (who she had a bitter relationship with) has joined Kitauji's band club. Under the pressure of Noboru's strict training, Kumiko and her bandmates must learn to overcome their struggles and find success together.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1517/142072l.jpg,Drama,Kyoto Animation
31988,Hibike! Euphonium 2,Sound! Euphonium 2,響け！ユーフォニアム2,TV,13,Finished Airing,2016-10-06T00:00:00+00:00,2016-12-29T00:00:00+00:00,8.34,132242,262,1067,250222,3792,"Following their success in the qualifying round for the Kansai regional competition, the members of the Kitauji High School concert band set their sights on the next upcoming performance. Utilizing their summer break to the utmost, the band participates in a camp where they are instructed by their band advisor Noboru Taki and his friends who make their living as professional musicians.

Kumiko Oumae and her friends remain determined to attain gold at the Kansai competition, but trouble arises when a student who once quit the band shows interest in rejoining and sparks unpleasant memories for the second-year members. Kumiko also learns about her teacher's surprising past and the motivation behind his desire to lead the band to victory. Reaching nationals will require hard work, and the adamant conviction in each student's commitment to the band will be put to the test.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/10/81155l.jpg,Drama,Kyoto Animation
39894,Hibike! Euphonium 3,Sound! Euphonium 3,響け！ユーフォニアム3,TV,13,Finished Airing,2024-04-07T00:00:00+00:00,2024-06-30T00:00:00+00:00,8.72,34259,54,2457,89922,1813,"With the ensemble contest behind them, the members of the Kitauji High School concert band now aim to win a gold medal at the national competition. For third-year club president Kumiko Oumae and her friends, it is their last chance before graduation. Filled with anticipation and anxiety, Kumiko worries if she can successfully lead the band.

Amid her struggles, Kumiko encounters transfer student Mayu Kuroe. From her gentle demeanor to her talented euphonium skills, Mayu was a member of the Seira Girls' School concert band—a regular at nationals. While Mayu is friendly, Kumiko cannot help but have an indescribable feeling from their meeting.

As new members arrive and plans are set in motion, the club, with an insatiable hunger for a gold medal, learns what it truly takes to propel themselves to reach the national level.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1216/142086l.jpg,Drama,Kyoto Animation
1852,Hidamari Sketch,Hidamari Sketch,ひだまりスケッチ,TV,12,Finished Airing,2007-01-12T00:00:00+00:00,2007-03-30T00:00:00+00:00,7.46,28300,2170,2550,84794,1163,"Ever since she was young, Yuno has always had an interest in art. Now that she has been accepted to Yamabuki Arts High School, it means one thing—moving out. Living in a dorm at Hidamari Apartments alone, Yuno meets her neighbors: the hyperactive Miyako, the self-conscious Hiro, and the mature Sae. Despite their different personalities, they go to the same school, spend time together, and develop a strong friendship. Yuno's life won't be so lonely after all!

Hidamari Sketch revolves around the antics and day-to-day lives of the girls living at Hidamari Apartments.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1893/133786l.jpg,Slice of Life,Shaft
3165,Hidamari Sketch Specials,,ひだまりスケッチ 特別編,TV Special,2,Finished Airing,2007-10-19T00:00:00+00:00,,7.52,11896,1943,5121,21739,7,"The four girls at Hidamari apartment complex continue her lives having a good time together. On the first episode of this special, they go together to the pool, and on the second episode Hiro receives a love letter on her locker, who could have sent it?",https://cdn.myanimelist.net/images/anime/9/14372l.jpg,Slice of Life,Shaft
3604,Hidamari Sketch x 365,Hidamari Sketch x 365,ひだまりスケッチ×365,TV,13,Finished Airing,2008-07-04T00:00:00+00:00,2008-09-26T00:00:00+00:00,7.83,28544,1004,3590,46248,181,"After passing her entrance exam, Yuno enrolls at Yamabuki High School as part of an art degree. She stays at the Hidamari Apartments along with best friend Miyako, and seniors Hiro and Sae. Each episode follows a day in her life as she mingles with her friends, close peers, overly hyper teachers and closely follows the mundane lives of the high school girls.

(Source: ANN)",https://cdn.myanimelist.net/images/anime/1571/134092l.jpg,Slice of Life,Shaft
7062,Hidamari Sketch x ☆☆☆,,ひだまりスケッチ×☆☆☆,TV,12,Finished Airing,2010-01-08T00:00:00+00:00,2010-03-26T00:00:00+00:00,7.9,14077,867,4440,30244,147,"When we first met Yuno, she'd just been accepted to the prestigious Yamabuki Art School, and it was up to her new neighbors at Hidamari to help her find her way in the big scary world. Now a seasoned vet of the Hidamari Apartments herself, Yuno's newest challenge is to help the latest arrivals, Nazuna and Nori, acclimate to life on their own. Of course, since it IS Hidamari, there are still lots of trials and tribulations ahead, and nothing will ever go quite as expected. But with friends like Miyako, Hiro, and Sae ready to lend a hand, there will always be a ray of sunshine at the end of every storm in Hidamari Sketch x Hoshimittsu.

(Source: Sentai Filmworks)",https://cdn.myanimelist.net/images/anime/9/22349l.jpg,Slice of Life,Shaft
11239,Hidamari Sketch x Honeycomb,,ひだまりスケッチ×ハニカム,TV,12,Finished Airing,2012-10-05T00:00:00+00:00,2012-12-21T00:00:00+00:00,7.93,11367,798,4677,27117,185,"Studying at the Yamabuki Arts High School has been a dream-come-true for Yuno, and she's learned so much already! And not just from her instructors, but from her friends and neighbors who've become her second family and made the Hidamari Apartments such a safe and nurturing home. But as the day of her ""big sisters"" Sae and Hiro's graduation draws slowly closer, it's time for Yuno to start seriously taking on the same role for Nazuna, Nori and the other budding young artists who've entered Hidamari's protective cocoon. And it's also time to tackle some really challenging artistic assignments. That doesn't mean there won't still be time for fun with Miyako and all the others, but it's definitely time to pencil in her plans for the future. And sometimes that means you have to put the art before the course! 

(Source: Sentai Filmworks)",https://cdn.myanimelist.net/images/anime/2/50501l.jpg,Slice of Life,Shaft
934,Higurashi no Naku Koro ni,Higurashi: When They Cry,ひぐらしのなく頃に,TV,26,Finished Airing,2006-04-05T00:00:00+00:00,2006-09-27T00:00:00+00:00,7.87,409193,930,246,840766,21803,"Keiichi Maebara has just moved to the quiet little village of Hinamizawa in the summer of 1983, and quickly becomes inseparable friends with schoolmates Rena Ryuuguu, Mion Sonozaki, Satoko Houjou, and Rika Furude. However, darkness lurks underneath the seemingly idyllic life they lead. 

As the village prepares for its annual festival, Keiichi learns about the local legends surrounding it. To his horror, he discovers that there have been several murders and disappearances in the village in the recent years, and that they all seem to be connected to the festival and the village's patron god, Oyashiro. Keiichi tries to ask his new friends about these incidents, but they are suspiciously silent and refuse to give him the answers he needs. As more and more bizarre events occur, he wonders just what else his friends might be keeping from him, and if he can even trust them at all.

When madness and paranoia begin taking root in Keiichi's heart, he will stumble straight into the mysteries at work in Higurashi no Naku Koro ni, a story that is told across multiple arcs.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/12/19634l.jpg,Horror|Mystery|Suspense,Studio Deen
41006,Higurashi no Naku Koro ni Gou,Higurashi: When They Cry – Gou,ひぐらしのなく頃に業,TV,24,Finished Airing,2020-10-01T00:00:00+00:00,2021-03-19T00:00:00+00:00,7.2,98820,3446,906,294931,1632,"Rika Furude and her group of friends live in the small mountain village of Hinamizawa; in June 1983, they welcome transfer student Keiichi Maebara into their ranks, making him the only boy in their group. After school, they have fun playing games and spending each day living their lives to the fullest. Despite this seemingly normal routine, Keiichi begins noticing strange behavior from his friends, who seem to be hiding the town's dark secrets from him.

Elsewhere, a certain person watches these increasingly unsettling events unfold and remembers all the times that this, and other similar stories, have played out. Using that knowledge, this person decides to fix these broken worlds. However, when certain variables change, the individual is faced with a horrifying realization: they have no idea what to expect or how to stop the impending tragedy.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1716/111533l.jpg,Horror|Mystery|Suspense,Passione
1889,Higurashi no Naku Koro ni Kai,Higurashi: When They Cry – Kai,ひぐらしのなく頃に解,TV,24,Finished Airing,2007-07-06T00:00:00+00:00,2007-12-18T00:00:00+00:00,8.16,263281,473,482,511405,7564,"In the small village of Hinamizawa, Rika Furude and her friends live together in relative harmony. Beneath this mask of peace, however, lies a hidden darkness, one that Rika understands all too well. In this eternal summer, she has been witness to unspeakable horrors. Every time the clock resets, Rika must try to find the villain behind these senseless deaths before tragedy strikes again. However, trying to decipher a mystery when only half the clues are present proves time and again to be disastrous, and each time she believes that things will change, she inevitably fails. As the annual festival approaches, Rika begins her descent from hope to despair in her struggle to break the chains of fate entangling them all.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/12/14114l.jpg,Horror|Mystery|Suspense,Studio Deen
16700,Higurashi no Naku Koro ni Kaku: Outbreak,Higurashi: When They Cry - Outbreak,ひぐらしのなく頃に拡〜アウトブレイク〜,OVA,1,Finished Airing,2013-08-15T00:00:00+00:00,,7.2,36166,3482,2775,73922,114,"It is 1983, and Hinamizawa is under quarantine. A mysterious and deadly virus has been discovered within the small village, and its residents—such as teenager Keiichi Maebara and his friends Mion Sonozaki and Rena Ryuuguu—are left confused and frightened by the situation.

As the villagers begin to search for a way to stop the affliction from spreading, some make drastic plans, which leaves Keiichi and his friends looking for a way to escape the village. But when tensions reach an all-time high, some of his group may not make it out unscathed as they fight for their lives against enemies both seen and unseen.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/12/51063l.jpg,Horror|Mystery,Studio Deen
10491,Higurashi no Naku Koro ni Kira,,ひぐらしのなく頃に煌,OVA,4,Finished Airing,2011-07-21T00:00:00+00:00,2012-01-25T00:00:00+00:00,6.54,46381,7014,2452,90321,158,"1. Batsukoishi-hen
2. Ayakashisenshi-hen
3. Musubienishi-hen
4. Yumeutsushi-hen",https://cdn.myanimelist.net/images/anime/6/29774l.jpg,Comedy|Mystery,Studio Deen
3652,Higurashi no Naku Koro ni Rei,Higurashi: When They Cry – Rei,ひぐらしのなく頃に礼,OVA,5,Finished Airing,2009-02-25T00:00:00+00:00,2009-08-21T00:00:00+00:00,7.4,107408,2445,1312,202817,479,"The infamous series of unexplainable murders in Hinamizawa have been solved and the chains of fate have broken due to the efforts of Rika Furude and her friends. Rika believes she has finally obtained the normal and peaceful life she desired with her friends; however, she is proven wrong when the wheels of fate begin turning once again after an unfortunate accident.
 
Rika suddenly finds herself in a ""perfect"" world, the constant cycle of brutal killings having never taken place, where all of her friends are content and satisfied. Not wanting to abandon the world that she fought so hard for, she learns she must destroy an essential ""key"" to get back. But can Rika abandon the faultless world she is given the chance to live in, after all of her battles have brought her this far?

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/4/14113l.jpg,Horror|Mystery|Suspense,Studio Deen
48488,Higurashi no Naku Koro ni Sotsu,Higurashi: When They Cry – SOTSU,ひぐらしのなく頃に卒,TV,15,Finished Airing,2021-07-01T00:00:00+00:00,2021-09-30T00:00:00+00:00,6.73,50354,5865,2002,122246,795,"Rika Furude and Satoko Houjou are best friends who have lived in the small village of Hinamizawa for their entire lives. Alongside their other friends, they spend every day together, and every moment is filled with fun and laughter. However, as Rika and Satoko begin to grow older, a life-changing opportunity presents itself to both of them. Rika is determined to follow her dreams and wants Satoko by her side. 

Although Satoko is hesitant, she decides to walk this path with Rika. However, the realization of her dream forms a rift between them. This leaves the girls living in completely different worlds, with Rika enjoying her new life and making new friends while Satoko grows more and more isolated.

Longing to return to the nostalgic days in Hinamizawa, Satoko despairs and wishes things could be changed. Just when she is at wits' end, an encounter with a supernatural entity changes Satoko's perception and imparts new revelations about her best friend Rika. This begins her journey to get the future she desires—by any means necessary.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1083/115046l.jpg,Horror|Mystery|Suspense,Passione
2899,Higurashi no Naku Koro ni Special: Nekogoroshi-hen,Higurashi: When They Cry - Cat Killing Chapter,ひぐらしのなく頃に 猫殺し編,Special,1,Finished Airing,2007-08-02T00:00:00+00:00,,7.13,44959,3860,2617,81384,76,"As a punishment for losing an intense poker game, Keiichi Maebara, Rena Ryuuguu, Mion Sonozaki, Satoko Houjou, and Rika Furude must walk around town dressed in costumes. Wanting to avoid being seen by more people, Keiichi convinces the group to visit Yagouchi—a deserted neighboring village.

Mion's mention of a nearby abandoned quarry spikes the attention of Rena and Keiichi. Still, as she tells them more about the mysterious incidents surrounding the place, they debate whether it would be wise to explore it.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1492/118476l.jpg,Mystery,Studio Deen
54103,Hikikomari Kyuuketsuki no Monmon,The Vexations of a Shut-In Vampire Princess,ひきこまり吸血姫の悶々,TV,12,Finished Airing,2023-10-07T00:00:00+00:00,2023-12-30T00:00:00+00:00,7.14,47511,3785,1960,125567,822,"In a world where death is not permanent, Terakomari ""Komari"" Gandesblood has been a self-proclaimed professional shut-in for the past three years. As part of the noble Gandesblood lineage, she once tried to meet the expectations of her family. However, as a vampire who cannot use magic or consume blood, she soon gave up on becoming an imperial general like her ancestors. Unfortunately, a misunderstanding with her father earns her the formidable position of one of the Seven Crimson Lords, the strongest fighters and generals in the Mulnite Empire. 

Now, Komari must hide her lack of talent from the soldiers she commands, or they may attempt to overthrow her. Working alongside her newly-assigned maid, Villhaze, Komari manages to trick her unit of soldiers into believing she is a ruthless warlord and promises to conquer the world. But as more people come to admire Komari, her life is further threatened as a vampire from her past reappears with every intention to kill her for good.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1032/137893l.jpg,Comedy|Fantasy,Project No.9
28825,Himouto! Umaru-chan,Himouto! Umaru-chan,干物妹！うまるちゃん,TV,12,Finished Airing,2015-07-09T00:00:00+00:00,2015-09-24T00:00:00+00:00,7.09,397853,4083,304,723469,4686,"People are not always who they appear to be, as is the case with Umaru Doma, the perfect high school girl—that is, until she gets home! Once the front door closes, the real fun begins. When she dons her hamster hoodie, she transforms from a refined, over-achieving student into a lazy, junk food-eating otaku, leaving all the housework to her responsible older brother Taihei. Whether she's hanging out with her friends Nana Ebina and Kirie Motoba, or competing with her self-proclaimed ""rival"" Sylphinford Tachibana, Umaru knows how to kick back and have some fun!

Himouto! Umaru-chan is a cute story that follows the daily adventures of Umaru and Taihei, as they take care of—and put up with—each other the best they can, as well as the unbreakable bonds between friends and siblings.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/12/75086l.jpg,Comedy,Doga Kobo
35376,Himouto! Umaru-chan R,,干物妹！うまるちゃんR,TV,12,Finished Airing,2017-10-08T00:00:00+00:00,2017-12-24T00:00:00+00:00,7.31,138510,2866,992,270494,551,"Umaru Doma is a model student who has a hidden side: when she gets home each day, she puts on her hamster hoodie and turns into a sluggish otaku fond of junk food. As Umaru continues these daily antics, the friendship between her and her classmates—Nana Ebina, Kirie Motoba, and Sylphinford Tachibana—deepens, and more and more interesting events begin to unfold.

Of course, these events give rise to numerous questions. What did Nana ask of Umaru's brother Taihei? Who is the mysterious girl with the diamond hairpin? And most important of all: why does this girl seem to know Umaru? These questions and more will be answered in Himouto! Umaru-chan R!

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/10/89671l.jpg,Comedy,Doga Kobo
33948,Hinako Note,Hinako Note,ひなこのーと,TV,12,Finished Airing,2017-04-07T00:00:00+00:00,2017-06-23T00:00:00+00:00,6.78,36410,5595,2138,111724,224,"Born and raised in the countryside of Japan, Hinako ""Hina"" Sakuragi gets anxious easily when she talks to new people—so much so that she resembles a stiff scarecrow. To overcome this, Hina hopes to get involved in theater, inspired by a play she saw during her school's field trip. So, Hina moves into the Hitotose Manor in the bustling city of Tokyo to study at Fujiyama High School, aspiring to join the school's renowned theater club.

But to Hina's dismay, she learns that Fujiyama High's theater club has been on a lengthy hiatus. Having already come to Tokyo and enrolled in the school, Hina is at a loss for what to do next. Sensing her disappointment and eagerness to learn theater, Chiaki Hagino, the landlady of Hitotose Manor, encourages Hina to create a troupe with the residents of Hitotose Manor as its members.

Hinako Note follows Hina as she begins a new life in Tokyo attending Fujiyama High while learning the ropes of theater with the support of her friends along the way.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/2/84858l.jpg,Slice of Life,Passione
37614,Hitoribocchi no Marumaru Seikatsu,,ひとりぼっちの○○生活,TV,12,Finished Airing,2019-04-06T00:00:00+00:00,2019-06-22T00:00:00+00:00,7.47,102998,2133,1171,230030,1275,"Many of us know what it is like to transition to a new school with few to no friends in a new environment, going through the arduous process of getting to know people again. Bocchi Hitori knows this struggle all too well, having just graduated from elementary school and thrown into middle school. Unfortunately, she suffers from extreme social anxiety: she faints when overwhelmed, vomits when nervous, and draws up ridiculously convoluted plans to avoid social contact. It does not help that her only friend from elementary school, Kai Yawara, will not be attending the same middle school as Bocchi. However, wanting to help her, Kai severs ties with Bocchi and promises to reconcile with her when she befriends all of her classmates in her new middle school class.

Even though Bocchi has no faith in herself, she is determined to be friends with Kai again. Summoning all of her courage, Bocchi takes on the daunting challenge of making friends with her entire class, starting with the delinquent-looking girl sitting in front of her...

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1612/145601l.jpg,Comedy,C2C
42897,Horimiya,Horimiya,ホリミヤ,TV,13,Finished Airing,2021-01-10T00:00:00+00:00,2021-04-04T00:00:00+00:00,8.19,940107,427,83,1549811,38595,"On the surface, the thought of Kyouko Hori and Izumi Miyamura getting along would be the last thing in people's minds. After all, Hori has a perfect combination of beauty and brains, while Miyamura appears meek and distant to his fellow classmates. However, a fateful meeting between the two lays both of their hidden selves bare. Even though she is popular at school, Hori has little time to socialize with her friends due to housework. On the other hand, Miyamura lives under the noses of his peers, his body bearing secret tattoos and piercings that make him look like a gentle delinquent.

Having opposite personalities yet sharing odd similarities, the two quickly become friends and often spend time together in Hori's home. As they both emerge from their shells, they share with each other a side of themselves concealed from the outside world.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1695/111486l.jpg,Romance,CloverWorks
54856,Horimiya: Piece,Horimiya: The Missing Pieces,ホリミヤ -piece-,TV,13,Finished Airing,2023-07-01T00:00:00+00:00,2023-09-23T00:00:00+00:00,8.14,184220,491,609,419000,2963,"As the graduation ceremony at Katagiri High School comes to an end, Kyouko Hori, her boyfriend Izumi Miyamura, and their friends begin to look back on their time as students. The moments they shared together may be fleeting, but each one is a colorful piece of their precious memories.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1007/136277l.jpg,Romance,CloverWorks
578,Hotaru no Haka,Grave of the Fireflies,火垂るの墓,Movie,1,Finished Airing,1988-04-16T00:00:00+00:00,,8.53,439992,135,298,735887,8839,"As World War II reaches its conclusion in 1945, Japan faces widespread destruction in the form of American bombings, devastating city after city. Hotaru no Haka, also known as Grave of the Fireflies, is the story of Seita and his sister Setsuko, two Japanese children whose lives are ravaged by the brutal war. They have lost their mother, their father, their home, and the prospect of a bright future—all tragic consequences of the war.

Now orphaned and homeless, Seita and Setsuko have no choice but to drift across the countryside, beset by starvation and disease. Met with the apathy of adults along the way, they find that desperate circumstances can turn even the kindest of people cruel yet their youthful hope shines brightly in the face of unrelenting hardship, preventing the siblings from swiftly succumbing to an inevitable fate.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1485/141208l.jpg,Drama,Studio Ghibli
39730,Houkago Teibou Nisshi,Diary of Our Days at the Breakwater,放課後ていぼう日誌,TV,12,Finished Airing,2020-04-07T00:00:00+00:00,2020-09-22T00:00:00+00:00,7.44,29212,2253,2850,70424,340,"Hina Tsurugi and her family have just moved to a quaint seaside town. Hoping to savor the sight of the peaceful ocean, Hina stumbles upon a girl named Yuuki Kuroiwa—an upperclassman at her new school—who invites Hina to join her in fishing. Hina reels in an octopus, which falls onto her; being afraid of bugs and big creatures, she panics and begs Yuuki to remove it from her. Yuuki sees this as an opportunity to force Hina to join the school's Breakwater Club—a club where members gather, catch, and eat various types of marine life as their main activity.

Although her attempts to refuse to join fail, Hina slowly begins to discover the hidden joy in fishing. Her view on the sport changes, now looking forward to all the delightful experiences she can take part in alongside her fellow club members.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1216/111637l.jpg,Gourmet|Slice of Life,Doga Kobo
12189,Hyouka,Hyouka,氷菓,TV,22,Finished Airing,2012-04-23T00:00:00+00:00,2012-09-17T00:00:00+00:00,8.05,675266,623,99,1446791,27918,"High school freshman Houtarou Oreki has but one goal: to lead a gray life while conserving as much energy as he can. Unfortunately, his peaceful days come to an end when his older sister, Tomoe, forces him to save the memberless Classics Club from disbandment.

Luckily, Oreki's predicament seems to be over when he heads to the clubroom and discovers that his fellow first-year, Eru Chitanda, has already become a member. However, despite his obligation being fulfilled, Oreki finds himself entangled by Chitanda's curious and bubbly personality, soon joining the club of his own volition.

Soon enough, the club's membership grows to four, as Oreki's friends Satoshi Fukube and Mayaka Ibara join. Driven by Chitanda's insatiable curiosity, the members of the Classics Club solve the trivial yet intriguing mysteries that permeate their daily lives.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/13/50521l.jpg,Mystery|Slice of Life,Kyoto Animation
13469,Hyouka: Motsubeki Mono wa,Hyouka: What Should Be Had,氷菓 持つべきものは,OVA,1,Finished Airing,2012-07-08T00:00:00+00:00,,7.35,118808,2675,1339,198045,156,"It's another regular day, with Houtarou Oreki sitting at home as usual; that is until his sister Tomoe ropes him into working as a lifeguard at the local swimming pool. Upon reaching the pool, Oreki coincidentally meets the other members of the Classics Club. Eru Chitanda notices that a white object that was on a woman's ear a while ago suddenly disappeared, which leaves her curious about the mystery behind it.

Hyouka: Motsubeki Mono wa features Oreki and the rest of the Classics Club as they have fun at the pool and solve the mystery that has piqued Chitanda's curiosity.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/6/50363l.jpg,Mystery|Slice of Life,Kyoto Animation
40787,Josee to Tora to Sakana-tachi,"Josee, the Tiger and the Fish",ジョゼと虎と魚たち,Movie,1,Finished Airing,2020-12-25T00:00:00+00:00,,8.38,256854,218,499,496193,6933,"Equipped with his passion for diving and admiration for marine biology, university student Tsuneo Suzukawa tries his best to juggle several part-time jobs to earn enough money to study abroad. But one night, in a fateful accident, he meets a girl in a wheelchair, driving his current path into a detour.

The girl, Kumiko—who prefers to be called ""Josee""—initially comes off as rude. Tsuneo, however, is then convinced by Josee's grandmother to take on the paid job to be Josee's caretaker. Despite being annoyed with her bossy demeanor, Tsuneo sees the opportunity to save more funds to support his academic dream. Nonetheless, after putting up with Josee's behavior for some time, Tsuneo tries to quit, only to discover Josee's dreams of traversing the outside world—to experience a life free from her crippling condition.

Changing his mind, Tsuneo decides to accompany Josee in exploring the wonders that the world has to offer. Through their time together, the two begin to realize that the traits that bind them may be vital toward fulfilling their respective aspirations.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1714/108892l.jpg,Drama|Romance,Bones
12679,Joshiraku,Joshiraku,じょしらく,TV,13,Finished Airing,2012-07-06T00:00:00+00:00,2012-09-28T00:00:00+00:00,7.43,51077,2306,1397,189085,781,"Joshiraku follows the conversations of five rakugo storyteller girls relating the odd things that happen to them each day. Their comedic and satirical chatting covers all kinds of topics, from pointless observations of everyday life, to politics, manga, and more. Each girl has something new to add to the discussion, and the discourse never ends in the same place it began.

Each of the rakugo girls has their own unique personality, with the energetic but immature Marii Buratei; the seemingly cute Kigurumi Haroukitei; the inherently lucky and carefree Tetora Bouhatei; the calm and violent Gankyou Kuurubiyuutei; and the pessimistic and unstable Kukuru Anrakutei. These girls—and their mysterious friend in a wrestling mask—give their observations to the audience, either backstage at the rakugo theater or in various famous locations around Tokyo.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/8/48925l.jpg,Comedy,J.C.Staff
5680,K-On!,K-ON!,けいおん!,TV,13,Finished Airing,2009-04-03T00:00:00+00:00,2009-06-26T00:00:00+00:00,7.86,597695,935,153,1101883,25033,"A fresh high school year always means much to come, and one of those things is joining a club. Being in a dilemma about which club to join, Yui Hirasawa stumbles upon and applies for the Light Music Club, which she misinterprets to be about playing simple instruments, such as castanets. Unable to play an instrument, she decides to visit to apologize and quit.

Meanwhile, the Light Music Club faces disbandment due to a lack of members. This causes the club members to offer anything, from food to slacking off during club time, in order to convince Yui to join. Despite their efforts, Yui insists on leaving due to her lack of musical experience. As a last resort, they play a piece for Yui, which sparks her fiery passion and finally convinces her to join the club.

From then onward, it is just plain messing around with bits and pieces of practice. The members of the Light Music Club are ready to make their time together a delightful one!

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/10/76120l.jpg,Comedy,Kyoto Animation
