source_type,source_id,name,english_name,creator,media_type,image_link,genres,synopsis,favorites,members,score,processed_at
mal,56653,BanG Dream! Ave Mujica,Ave Mujica: The Die is Cast,"{""studio"": ""SANZIGEN""}",anime,https://cdn.myanimelist.net/images/anime/1181/148235l.jpg,Drama|Music,"The day Sakiko Togawa's privileged life crumbled, she painfully broke her vow to CRYCHIC and left the band behind—an act that tore her heart in two. As days fade into nights, she struggles to make ends meet until a certain cherished memory is tainted, pushing her to the edge.

Driven by a fractured sense of purpose and the need to reclaim what she lost, Sakiko forms Ave Mujica, a masked symphonic metal band. Its members are bound not by a shared goal but by the fragile threads of their divergent desires. Together, they weave a haunting masquerade of loss and rebirth, captivating audiences with a gothic musical stage play. But as the girls' ideals collide, the scars of their pasts rear their ugly heads. The brittle facade the girls have built threatens to collapse beneath them, bringing Sakiko to the verge of falling apart.

[Written by MAL Rewrite]",660,29522,8.06,
mal,54959,BanG Dream! It's MyGO!!!!!,,"{""studio"": ""SANZIGEN""}",anime,https://cdn.myanimelist.net/images/anime/1891/136948l.jpg,Drama|Music,"In their last year of middle school, the five band members of CRYCHIC went their separate ways after an unpleasant disbandment. Each wrestling with their own regrets, the girls enrolled in different high schools, hoping never to hear from one another again.

Meanwhile, Anon Chihaya transfers to Haneoka Girls' Academy in the middle of the school year. As most students play in a band as a hobby, Anon desires to fit in and spends her first days trying to recruit members for her own band, envisioning herself as the group's vocalist. She befriends Tomori Takamatsu, a shy girl who seems interested but hesitant about joining. As it turns out, Tomori used to be part of CRYCHIC, an experience that has scarred her deeply.

Through Tomori, Anon meets Taki Shiina and Soyo Nagasaki, both former members of the same band. Although Taki detests the idea of playing with Anon, Soyo is delighted to help her out. Now with Soyo by her side, Anon's dream of forming a band is within reach—if only she could find a few more members.

[Written by MAL Rewrite]",1013,36871,8.23,
mal,54309,Blue Archive the Animation,,"{""studio"": ""Yostar Pictures|Studio CANDY BOX""}",anime,https://cdn.myanimelist.net/images/anime/1739/140995l.jpg,Action|Fantasy|School,"Kivotos is a federal megalopolis comprising thousands of schools and is led by the General Student Council (GSC), which acts as its governing body. Ironically, despite being an academy city, Kivotos is rife with gun violence, and all students wield firearms as part of their everyday lives.

As if the crisis in Kivotos was not enough, the GSC president is nowhere to be found. Fortunately, before her sudden disappearance, the GSC president enlisted the help of Sensei—a teacher who is most likely the only one in Kivotos—to support students in their time of need. Sensei's first course of action is to assist Abydos High School, a once prestigious academy now with merely five students in attendance. These remaining students are doing everything they can to pay their academy's crippling debt of almost one billion yen.

[Written by MAL Rewrite]",1118,70351,7.02,
mal,55102,Girls Band Cry,,"{""studio"": ""Toei Animation""}",anime,https://cdn.myanimelist.net/images/anime/1711/140515l.jpg,Drama|Music,"Everyone yearns to find their true purpose in life. This is also true for Nina Iseri, a 17-year-old girl looking to enroll in a good university, but the world always seems to work against her. On her very first day in Tokyo, she gets lost, ignored, and locked out of her new apartment. However, an unexpected opportunity arises when Nina meets Momoka Kawaragi, one of her favorite guitarists.

After Nina joins Momoka for a street performance, Momoka decides they should start a band together. While Nina initially hesitates, her determination grows as they start acquiring more bandmates—the beautiful drummer Subaru Awa, the aloof keyboardist Tomo Ebizuka, and the intelligent bassist Rupa. The five girls face challenges both in the music industry and within themselves, but their shared passion for music never lets them give up on their dreams.

[Written by MAL Rewrite]",2770,120418,8.37,
mal,50789,Jantama Pong☆,Mahjong Soul Pon☆,"{""studio"": ""Scooter Films""}",anime,https://cdn.myanimelist.net/images/anime/1080/124640l.jpg,Comedy,Based on characters from the free to play online mahjong game; Mahjong Soul; Janatama Pong is chibi comedy following the lives and random strange occurences that befall the inhabitants of the mahjong soul shrine.,18,9329,6.08,
mal,31952,Kono Bijutsu-bu ni wa Mondai ga Aru!,This Art Club Has a Problem!,"{""studio"": ""feel.""}",anime,https://cdn.myanimelist.net/images/anime/3/80688l.jpg,Comedy|Romance|School|Visual Arts,"Mizuki Usami is a passionate member of her school's art club, but the club has a problem—Usami is the only member who takes her craft seriously! The lazy club president constantly sleeps through activities and Collette has not regularly attended club activities in quite some time. Subaru Uchimaki, despite being an exceptional artist who could win an award if he tried, is obsessed with drawing the perfect 2D wife.

As Usami struggles to do art club-like activities, she is often obstructed by her motley crew of good-for-nothings and her distracting crush on Subaru.

[Written by MAL Rewrite]",817,320412,7.16,
mal,45486,Kuma Kuma Kuma Bear Punch!,,"{""studio"": ""EMT Squared""}",anime,https://cdn.myanimelist.net/images/anime/1132/134608l.jpg,Adventure|Comedy|Fantasy|Isekai,"Ever since moving to an in-game world after countless hours of VRMMO grinding, Yuna now calls Crimonia—the city where she started—home. While maintaining her reputation as a renowned adventurer, she continues to manage her businesses; but most importantly, Yuna spends time with the people she has grown to love. Nevertheless, this world has a lot more to offer the carefree adventurer. It is up to Yuna to discover these wonders, and perhaps help more people in need as she encounters their various plights.

[Written by MAL Rewrite]",444,90845,7.28,
mal,18153,Kyoukai no Kanata,Beyond the Boundary,"{""studio"": ""Kyoto Animation""}",anime,https://cdn.myanimelist.net/images/anime/3/85468l.jpg,Action|Supernatural|School,"Mirai Kuriyama is the sole survivor of a clan of Spirit World warriors with the power to employ their blood as weapons. As such, Mirai is tasked with hunting down and killing ""youmu""—creatures said to be the manifestation of negative human emotions. One day, while deep in thought on the school roof, Mirai comes across Akihito Kanbara, a rare half-breed of youmu in human form. In a panicked state, she plunges her blood saber into him only to realize that he's an immortal being. From then on, the two form an impromptu friendship that revolves around Mirai constantly trying to kill Akihito, in an effort to boost her own wavering confidence as a Spirit World warrior. Eventually, Akihito also manages to convince her to join the Literary Club, which houses two other powerful Spirit World warriors, Hiroomi and Mitsuki Nase.

As the group's bond strengthens, however, so does the tenacity of the youmu around them. Their misadventures will soon turn into a fight for survival as the inevitable release of the most powerful youmu, Beyond the Boundary, approaches.

[Written by MAL Rewrite]",12171,1220949,7.72,
mal,34148,Nyanko Days,Nyanko Days,"{""studio"": ""EMT Squared""}",anime,https://cdn.myanimelist.net/images/anime/10/83933l.jpg,Slice of Life|CGDCT|Pets,"Average high school student Yuuko Konagai tends to be rather shy and socially awkward. Due to this, besides earning rather mediocre grades, she barely has friends inside her class. However, after a monotonous day at school, she returns to her long-awaited haven—home with her cats Maa, Shi, and Ro! With their unique personalities, the three possess bodies similar to those of humans, retaining the ability to speak and communicate. Every day, the adorable bunch awaits their owner's return to shower her with much-needed companionship.

Nyanko Days highlights the life of Yuuko and her cats as they brighten up each moment and make new friends in the passing days.

[Written by MAL Rewrite]",166,77732,6.63,
mal,50917,Prima Doll,Prima Doll,"{""studio"": ""Bibury Animation Studios""}",anime,https://cdn.myanimelist.net/images/anime/1553/124311l.jpg,Sci-Fi|Slice of Life,"Black Cat Cafe is located in the fifth ward of the Imperial Capital. Having lost their purpose after the war ended a few years prior, advanced mechanical dolls known as Automata have been restored and now work at the cafe wearing elegant kimonos. While they adjust to the peaceful world, events of the past continue to haunt the Automata, preventing them from letting go of the responsibility they once held.

Among the Automata working at Black Cat Cafe is the recently restored Haizakura, who has lost her memories during a reset. Her identity and role in this unfamiliar world are a mystery to her, but one thing is certain—she loves to sing. With never-ending curiosity and beautiful songs to guide them, Haizakura and the Automata search for their new purpose together, supporting each other no matter how rigorous that endeavor might be.

[Written by MAL Rewrite]",198,37785,7.08,
mal,57517,Puniru wa Kawaii Slime,Puniru is a Kawaii Slime,"{""studio"": ""TOHO animation STUDIO""}",anime,https://cdn.myanimelist.net/images/anime/1681/145175l.jpg,Comedy|Gag Humor|School,"This is the story of Puniru the slime and Kotarou, a middle school student, until they cease being friends...

Kotarou Kawaii is a second-year middle school boy. When he was in elementary school, a slime he created came to life, and for the past seven years, he has been spending time with the slime named Puniru as his ""friend."" However, there is one problem for Kotarou...

Over the seven years, both have grown significantly, and Puniru has transformed into an incredibly beautiful girl!

Besides her beautiful appearance, Puniru freely transforms into various cute forms as a slime, causing Kotarou to be both excited and bewildered by her carefree behavior every time.

Will Puniru and Kotarou be able to continue spending time together as ""friends"" despite these challenging days ahead?

(Source: Official website)",48,13334,6.91,
mal,35905,Ryuuou no Oshigoto!,The Ryuo's Work is Never Done!,"{""studio"": ""Project No.9""}",anime,https://cdn.myanimelist.net/images/anime/12/89979l.jpg,Comedy|Strategy Game,"Shogi, a Japanese game similar to chess, is one of the most popular board games in the country, played by everyone from children to the elderly. Some players are talented enough to take the game to a professional level. The title of Ryuuou, meaning ""the dragon king,"" is only awarded to the person who reaches the pinnacle of competitive shogi.

Yaichi Kuzuryuu has just become the youngest Ryuuou after winning the grand championship. However, the shogi community is unwelcoming to his victory, some even calling him the worst Ryuuou in history. Moreover, he forgets about the agreement he made with Ai Hinatsuru, a little girl he promised to coach if he won. After she shows up at his doorstep, he reluctantly agrees to uphold his promise and makes Ai his disciple.

Together, they aim to improve and exceed the limits of their shogi prowess: Ai, to unlock her hidden talents; Yaichi, to prove to the world that he deserves his accomplishments.

[Written by MAL Rewrite]",356,204811,6.82,
mal,40586,"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita",I've Been Killing Slimes for 300 Years and Maxed Out My Level,"{""studio"": ""Revoroot""}",anime,https://cdn.myanimelist.net/images/anime/1888/133089l.jpg,Comedy|Fantasy|CGDCT|Isekai,"In role-playing games, slimes are usually the easiest monster to kill, and because of that, they yield few experience points. But what would happen if you live long enough to keep defeating them for 300 years?

After many years of being a corporate slave, Azusa Aizawa abruptly passes away due to severe exhaustion. Seemingly headed for the afterlife, she meets a goddess who bestows her with immortality alongside a peaceful life in another world. There, Azusa enjoys her days tending to her farm, protecting the nearby village, and killing about 25 slimes per day—a routine that continues for at least three centuries.

However, this rather monotonous cycle begins to change when Azusa suddenly finds out that she has reached level 99—the maximum possible level—from slimes alone. Despite desperately trying to hide this fact in fear of ending her slow life, rumors of her strength spread nevertheless. Soon enough, various people throughout the continent, like the dragon Laika and the elf Halkara, start to appear at her doorstep—some seeking a battle, others asking for her assistance. Meeting friends and acquaintances who soon become family, Azusa finds she can live a life far better with others than when she was alone.

[Written by MAL Rewrite]",2289,430518,6.9,
mal,23587,The iDOLM@STER Cinderella Girls,THE IDOLM@STER CINDERELLA GIRLS,"{""studio"": ""A-1 Pictures""}",anime,https://cdn.myanimelist.net/images/anime/1345/144832l.jpg,Comedy|Drama|Idols (Female)|Music,"Uzuki Shimamura is an aspiring student who dreams of being an idol. After failing her first audition, a producer from 346 Productions tells Uzuki that she has been chosen for the ""Cinderella Project,"" a new idol group. The project, however, still lacks two other members, so the producer needs to scout suitable candidates.

The producer's eyes fall upon Rin Shibuya, who is in the midst of an incident with an upset crowd. As the imposing producer defends her, the two of them are taken in for interrogation by the police, and released after some explanation. Taking this opportunity, he scouts Rin for the Cinderella Project, only to be rejected. Will the producer be able to find two more members for his idol group?

[Written by MAL Rewrite]",468,79233,7.16,
mal,55150,Yarinaoshi Reijou wa Ryuutei Heika wo Kouryakuchuu,The Do-Over Damsel Conquers The Dragon Emperor,"{""studio"": ""J.C.Staff""}",anime,https://cdn.myanimelist.net/images/anime/1755/148867l.jpg,Comedy|Fantasy|Romance|Time Travel,"Jill Savelle—fiancée of the crown prince Gerald der Kratos and known as the ""Lady Goddess of War""—is being hunted down by the same country she swore to protect. Betrayed by her betrothed, she is framed as a traitor and imprisoned. In her last moments, Jill is filled with regret, but just as death approaches, she awakens six years in the past. This time, she will not be a mere pawn.

Now as a 10-year-old girl, Jill resolves to escape her imminent engagement to the prince. To this end, she jokingly professes her love to the 19-year-old dragon emperor Hadis Teos Rave, who will one day stain the land in blood due to madness. But against all expectations, he accepts!

In contrast to the tyrant from Jill's memories, the Hadis of this time is a kind albeit unfortunate emperor. Can Jill prevent Hadis from descending down the same dark, villainous road, or is he bound to an inevitable future?

[Written by MAL Rewrite]",388,94408,7.01,
mal,36873,Back Street Girls: Gokudolls,Back Street Girls: Gokudols,"{""studio"": ""J.C.Staff""}",anime,https://cdn.myanimelist.net/images/anime/1484/93140l.jpg,Comedy|Ecchi|Gag Humor|Magical Sex Shift|Organized Crime|Workplace,"After failing their boss for the last time, yakuza members Kentarou, Ryou, and Kazuhiko are faced with one of two choices: have their organs harvested and sold or take a trip to Thailand for sex reassignment surgery and become pop idols. Now, after a year of excruciating training, the three thugs have been reborn as Airi, Chika, and Mari. Debuting as the amateur idol group The Goku Dolls, the three strive towards becoming top idols.

However, despite the hours of feminizing brainwashing they were forced to endure, the three idols have managed to keep the yakuza spirit alive in their hearts. In order to fix this, their yakuza boss hires Mandarin Kinoshita, a legendary manager who has never had an idol group fail under his management. With their lives now on the line, the reluctant yakuza must work with their new manager to unleash their inner cuteness and become the successful idols that their tyrannical boss can truly be proud of. 

[Written by MAL Rewrite]",765,165281,6.98,
mal,54234,Suki na Ko ga Megane wo Wasureta,The Girl I Like Forgot Her Glasses,"{""studio"": ""GoHands""}",anime,https://cdn.myanimelist.net/images/anime/1582/136325l.jpg,Comedy|Romance|Love Status Quo|School,"Kaede Komura is in love. After being seated next to the airheaded Ai Mie for the past three days, Komura cannot help but be attracted to his bespectacled classmate. Although he has yet to have a proper conversation with Mie, Komura dreams of the day when she will look his way.

One day, Komura notices that his seatmate is not wearing her glasses, learning by questioning Mie that she forgot them and has a tendency of doing so. When he sees her struggle, a concerned Komura takes it upon himself to help his crush. As the boy offers his assistance to Mie day by day, her reasons for constantly losing her glasses slowly evolve from the answer she initially gave.

[Written by MAL Rewrite]",1536,226901,7.15,
mal,49066,Artiswitch,,"{""studio"": ""Sunrise""}",anime,https://cdn.myanimelist.net/images/anime/1805/115216l.jpg,Drama|Fantasy|Music,"There is a rumor doing the rounds in Harajuku: somewhere in the back streets of Ura-Harajuku, a witch and her mysterious shop serve those whose wishes have gone unheard, giving them an opportunity to unlock their hearts' greatest desires.

Believing this to be an ideal arrangement, the proud apprentice witch Nina strives to fulfill her customers' wishes while her power and influence grow accordingly. However, not all wishes are meant to come true—and not all of them lead to a happy ending. As Nina is compelled to peer deeper into the human psyche, she soon discovers the dark side of a witch's obligations, and her ambitions begin to clash with her wish to comfort the entire world.

[Written by MAL Rewrite]",249,20631,7.31,2025-11-13 03:07:04
mal,40842,Idoly Pride,Idoly Pride,"{""studio"": ""Lerche""}",anime,https://cdn.myanimelist.net/images/anime/1025/111962l.jpg,Drama|Idols (Female)|Music,"The VENUS Program is an idol scoring system that is entirely impartial, using AI and data to rank candidates based on an array of factors. To determine the rising stars of the idol industry, the annual VENUS Grand Prix is held utilizing these algorithms. Among all the idols that have participated, none have been as outstanding as Mana Nagase. However, on the day of the tournament's finals, a tragic accident suddenly ends her career.

Kouhei Makino, who previously worked as Mana's manager, continues his career at Hoshimi Productions years after her death. Wanting to build a new team of idols, he accepts interviews from various girls. Unexpectedly, one of the interviewees is Kotono Nagase, Mana's younger sister, who is striving to carry on her sister's legacy under the tutelage of her former advisor. Also auditioning is Sakura Kawasaki, whose voice sounds astoundingly similar to that of Mana.

Both Kotono and Sakura pass the evaluations, joining a group of eight other aspiring young girls. Living in a shared dormitory, the 10 members work together to learn more about what it means to harmonize as a team. United by an ambitious endeavor, the girls compete their way to the top as they traverse through the unforgiving world of idols.

[Written by MAL Rewrite]",566,72717,7.4,2025-11-13 03:07:04
mal,48675,Kakkou no Iinazuke,A Couple of Cuckoos,"{""studio"": ""SynergySP|Shin-Ei Animation""}",anime,https://cdn.myanimelist.net/images/anime/1285/120529l.jpg,Comedy|Romance|Harem,"Nagi Umino and Erika Amano, a studious high school student and a social media star, had nothing that linked them together—until they found out they were swapped at birth. When the sudden news is revealed to both of their families, their parents quickly devise a proposition with neither Nagi's nor Erika's knowledge: in order to restore them both to their rightful families and ensure everyone's happiness, the two should get engaged.

When informed of this, Nagi and Erika are quick to reject the absurd plan, refusing to go along with their parents' wishes. But, with neither party willing to back down, only time can tell where their relationship will go.

[Written by MAL Rewrite]",2342,327103,6.86,2025-11-13 03:07:04
mal,40839,"Kanojo, Okarishimasu",Rent-a-Girlfriend,"{""studio"": ""TMS Entertainment""}",anime,https://cdn.myanimelist.net/images/anime/1902/128382l.jpg,Comedy|Romance|Adult Cast|Harem,"Kazuya Kinoshita is a 20-year-old college student who has a wonderful girlfriend: the bright and sunny Mami Nanami. But suddenly, he does not. Without warning, Mami breaks up with him, leaving him utterly heartbroken and lonely. Seeking to soothe the pain, he hires a rental girlfriend through an online app. His partner is Chizuru Mizuhara, who through her unparalleled beauty and cute demeanor, manages to gain Kazuya's affection.

But after reading similar experiences other customers had had with Chizuru, Kazuya believes her warm smile and caring personality were all just an act to toy with his heart, and he rates her poorly. Aggravated, Chizuru lambastes him for his shameless hypocrisy, revealing her true pert and hot-tempered self. This one-sided exchange is cut short, however, when Kazuya finds out that his grandmother has collapsed.

They dash toward the hospital and find Kazuya's grandmother already in good condition. Baffled by Chizuru's presence, she asks who this girl might be. On impulse, Kazuya promptly declares that they are lovers, forcing Chizuru to play the part. But with Kazuya still hung up on his previous relationship with Mami, how long can this difficult client and reluctant rental girlfriend keep up their act?

[Written by MAL Rewrite]",8296,1066482,6.87,2025-11-13 03:07:04
mal,42963,"Kanojo, Okarishimasu 2nd Season",Rent-a-Girlfriend Season 2,"{""studio"": ""TMS Entertainment""}",anime,https://cdn.myanimelist.net/images/anime/1070/124592l.jpg,Comedy|Romance|Adult Cast|Harem,"A year after they met, Kazuya Kinoshita and Chizuru Mizuhara still regularly see each other through the rental girlfriend app. However, Chizuru confesses that she is ready to quit her job to pursue her true passion—acting. Despite wishing to maintain the relationship they have, Kazuya decides to support her dream.

When Kazuya goes to watch Chizuru's anticipated first play, he is amazed by her talent and ability to captivate the audience. At the same time, he is saddened at the thought that she will undoubtedly be scouted by the famous director in attendance.

However, after the show, Chizuru explains that the director recruited another actress, lamenting her lack of talent. Frustrated on her behalf, Kazuya resolves to rent her every week to help her financially. But as Kazuya's ex-girlfriend Mami Nanami lingers around for unknown reasons, hesitance muddles his true feelings, and fulfilling his promise to Chizuru becomes uncertain.

[Written by MAL Rewrite]",4883,464204,6.73,2025-11-13 03:07:04
mal,53050,"Kanojo, Okarishimasu 3rd Season",Rent-a-Girlfriend Season 3,"{""studio"": ""TMS Entertainment""}",anime,https://cdn.myanimelist.net/images/anime/1696/136634l.jpg,Comedy|Romance|Adult Cast|Harem,"With her late grandfather's inspiring words in mind, Chizuru Mizuhara teams up with her friend Kazuya Kinoshita to launch a crowdfunding campaign for an amateur film. The two hope that with the success of the project, Chizuru can honor her grandparents' wishes before she loses her grandmother as well. After their wild encounters with three girls—Kazuya's clingy ""trial"" girlfriend, Ruka Sarashina; their nosy new next-door neighbor, Mini Yaemori; and Chizuru's shy work friend, Sumi Sakurasawa—they all collaborate together to reach the campaign goal and begin production of the film. As their ambitious endeavor progresses, Chizuru and Kazuya grow closer and begin to struggle with their mutual feelings.

[Written by MAL Rewrite]",1027,212116,6.98,2025-11-13 03:07:04
mal,54492,Kusuriya no Hitorigoto,The Apothecary Diaries,"{""studio"": ""OLM|TOHO animation STUDIO""}",anime,https://cdn.myanimelist.net/images/anime/1708/138033l.jpg,Drama|Mystery|Historical|Medical,"Maomao, an apothecary's daughter, has been plucked from her peaceful life and sold to the lowest echelons of the imperial court. Now merely a maid, Maomao settles into her new mundane life and hides her extensive knowledge of medicine in order to avoid any unwanted attention.

Not long after Maomao's arrival, the emperor's infant children inexplicably begin to experience grave symptoms—almost as if a curse has been cast. The curious Maomao easily solves the mystery and, to remain out of the limelight, attempts to leave an anonymous tip. Unfortunately, the dashing and perceptive eunuch Jinshi sees through it and manages to single her out.

In recognition of her talent, Maomao is promoted to lady-in-waiting for the emperor's favorite concubine, Gyokuyou. As Maomao continues to remedy the numerous ailments afflicting the imperial court, her pharmaceutical expertise quickly proves indispensable.

[Written by MAL Rewrite]",24394,744997,8.86,2025-11-13 03:07:04
mal,20745,Love Live! School Idol Project OVA,,"{""studio"": ""Sunrise""}",anime,https://cdn.myanimelist.net/images/anime/1565/104629l.jpg,Slice of Life|Idols (Female)|Music|School,Bundled with the sixth single of the anime's μ's idol group.,116,53120,6.87,2025-11-13 03:07:04
mal,59623,Wandance,Wandance,"{""studio"": ""Madhouse|Cyclone Graphics""}",anime,https://cdn.myanimelist.net/images/anime/1104/151524l.jpg,Sports|Performing Arts|School,"As Kaboku ""Kabo"" Kotani enrolls in Ichiran High School, he hopes to spend his high school days quietly to avoid standing out from everyone else because of his stuttering. While his friends join the school's basketball club, he looks to the dance club instead. However, due to an embarrassing memory from middle school, Koba has avoided dancing in front of others again, keeping him from joining the club.

Things begin to change when Kabo spots his cute classmate Hikari Wanda dancing. As the two learn about each other, Wanda admits that she is not great with words either and prefers to express herself with her performances. This sparks a light in Kabo, and he decides to join the dance club despite his uncomfortable past. With Wanda and his new clubmates supporting him, Kabo sets out to improve his dancing, express himself freely, and create unforgettable memories one step at a time.

[Written by MAL Rewrite]",73,27134,6.27,2025-11-13 03:07:04
mal,51096,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Classroom of the Elite II,"{""studio"": ""Lerche""}",anime,https://cdn.myanimelist.net/images/anime/1010/124180l.jpg,Drama|Suspense|Psychological|School,"Life back on the cruise following the Island Special Examination is anything but smooth sailing. Almost immediately after their return, the first-year students of Tokyo Metropolitan Advanced Nurturing High School face yet another special exam, with both class and individual points on the line.

In addition to the complicated ruleset, more issues arise in the form of Kakeru Ryuuen and Kei Karuizawa. Angered by the previous test's outcome, Ryuuen is dead set on outdoing every class in the new challenge using any means necessary. Meanwhile, Karuizawa, a crucial pillar of Class D, is close to crumbling under the pressure of her past.

The stage is now set for Kiyotaka Ayanokouji to once again—using the full extent of his planning, foresight, and ruthless manipulation—steer Class D to victory as dangerously close enemy forces try to bring it down.

[Written by MAL Rewrite]",8403,761119,8.07,2025-11-13 03:07:04
mal,54722,Mahou Shoujo ni Akogarete,Gushing over Magical Girls,"{""studio"": ""Asahi Production""}",anime,https://cdn.myanimelist.net/images/anime/1525/139345l.jpg,Action|Comedy|Girls Love|Ecchi|Mahou Shoujo,"A team of three magical girls known as Tres Magia protects the town where Utena Hiiragi lives. Like many others, Utena loves these magical girls who valiantly fight in the name of justice. One day, a mysterious black mascot character appears before Utena and grants her the opportunity of a lifetime: a chance to transform into a magical girl.

However, the offer is not what it seems, as Utena has been recruited for an evil organization to fight the magical girls she has always admired. Utena is then forced to confront Tres Magia in battle; but instead of feeling remorse, she unexpectedly finds pleasure in inflicting pain on the magical girls. Completely giving in to her desires, Utena embraces her role as a villain, slowly transforming her adoration for magical girls into a new sadistic obsession.

[Written by MAL Rewrite]",2218,192397,7.62,2025-11-13 15:14:44
mal_manga,110892,Amachin wa Jishou ♂,,"{""author"": ""Terai, Akane"", ""serialization"": ""Shounen Magazine Edge""}",manga,https://cdn.myanimelist.net/images/manga/2/269883l.jpg,Comedy|School,"Tatsumi enters high school with his childhood friend Kokoro Amasawa, nickname Amachin, who is a extremely feminine-looking, trouser-wearing boy that likes to mess with peoples expectations of his gender.

(Source: MU)",47,7041,6.8,2025-11-13 19:27:52
mal_manga,19555,Asa made Jugyou Chu!,See Me After Class,"{""author"": ""Ohta, Akiyoshi|Munyuu"", ""serialization"": ""Comic Alive""}",manga,https://cdn.myanimelist.net/images/manga/2/188815l.jpg,Comedy|Romance|Ecchi|Crossdressing|Harem|School,"Kagami Yuuki has managed to become a scholarship student in a high-class high school. Unfortunately, thanks to his gender-ambiguous name, the teacher Kakinozaki Ayana has registered him as a girl! It's apparently an uncorrectable mistake, so now Yuuki must live in the girl's dormitory of his new (co-ed) high school.

At least Ayana's willing to take responsibility for her mistake; she volunteers to be his roommate. As one would guess, he and Ayana must make sure none of the other girls in the dorm find out he's actually a boy. Therefore, except for when he's in his classes, Yuuki has to cross-dress, or else both he and his teacher will be kicked out of the school and dorm!

(Source: MangaHelpers)",76,14708,6.34,2025-11-13 19:27:52
mal_manga,130126,Asumi-chan wa Lesbian Fuuzoku ni Kyoumi ga Arimasu!,Asumi-chan Is Interested in Lesbian Brothels!,"{""author"": ""Itsuki, Kuro"", ""serialization"": ""Comic Yuri Hime""}",manga,https://cdn.myanimelist.net/images/manga/3/244919l.jpg,Comedy|Girls Love|Erotica,"Sweet but awkward college student Asumi never got over her childhood crush on her old friend Mai. She's mortified by the memory of their first kiss, which couldn't have gone worse. When she discovers that Mai may be working at a nearby brothel, she sees her chance for redemption. There's only one catch: none of the girls on the brothel's website use their real names. Goaded along by a more experienced friend, Asumi begins a journey of exploring her sexuality, trying new fetishes, and getting comfortable in her own skin as she sleeps with the brothel's women one at a time in her search for Mai. Is it possible Mai is searching for her out there, too? And when they finally reunite, will Asumi be experienced and confident this time?

(Source: Seven Seas Entrainment)",327,14429,7.93,2025-11-13 19:27:52
mal_manga,74071,●Rec,,"{""author"": ""Mizu, Asato"", ""serialization"": """"}",manga,https://cdn.myanimelist.net/images/manga/1/128519l.jpg,Drama,"A middle-aged man and a young school girl are sitting next to each other on a bed. The man puts his arm around her and whispers something in her ear to make her look into the camera in front of them. What kind of scene will this camera record?

(Source: MU)",54,7903,7.21,2025-11-13 19:27:52
mal_manga,5467,Boku no Pico,,"{""author"": ""Saigado"", ""serialization"": """"}",manga,https://cdn.myanimelist.net/images/manga/3/48811l.jpg,Boys Love|Erotica|Hentai,"Pico and Mokkun enjoy a nice date at the amusement park, but Mokkun has ulterior motives.

(Source: MU)",178,4532,5.07,2025-11-13 19:27:52
mal_manga,14678,Boku x Kano,,"{""author"": ""Shimada"", ""serialization"": ""Shounen Ace""}",manga,https://cdn.myanimelist.net/images/manga/2/247136l.jpg,Comedy|Romance|Ecchi|Crossdressing|School,"Hayashi Shoutaro is an otaku and a student who sucks at studying, the results showing on every test; if that wasn't the worst, he makes promises like the one who scores the lowest has to clean the classroom by themselves. In his classroom there is a girl he likes, Kanda Yayoi, who always scores the top and is popular among boys and girls.

After going home from cleaning the classroom, he's met by his perverted/otaku sister who has him cross-play (cross-dressing cosplay) to go to an anime merchandise display, where he meets Yayoi who is also an otaku and she falls in love with his cosplay-persona...?

(Source: MU)",4,2302,6.78,2025-11-13 19:27:52
mal_manga,85505,Boy Skirt,,"{""author"": ""Shinohara, Tomohiro"", ""serialization"": ""Miracle Jump""}",manga,https://cdn.myanimelist.net/images/manga/2/167508l.jpg,Comedy|Crossdressing,"On his first day of high school, Yuuya Ochi is shocked to discover that the girl sitting in front of him in class is actually a guy named Shigemitsu Izumi. Unable to simply ignore it like the other guys in class, Yuuya can't stop thinking about Izumi and wonders if he's actually a girl, especially after Yuuya sees Izumi waving to a good-looking guy who he suspects is Izumi's boyfriend. Intent to find out more about who Izumi really is, Yuuya follows him after school, only to end up being dropkicked by him over a misunderstanding. Izumi later tells Yuuya that he started cross-dressing to put his twin sister Yurika at ease, who is extremely afraid of guys. However, Izumi confides in Yuuya that he has one other reason why he cross-dresses, something Izumi has never told anyone else.

(Source: MU)",38,5083,6.69,2025-11-13 19:27:52
mal_manga,115217,Fukakai na Boku no Subete wo,Love Me for Who I Am,"{""author"": ""Konayama, Kata"", ""serialization"": ""Comic MeDu""}",manga,https://cdn.myanimelist.net/images/manga/3/216480l.jpg,Drama|Romance,"Mogumo is known throughout their entire school as an easy target. They are non-binary—neither male nor female—which ostracizes them from the rest of the school community. However, in a chance encounter, they meet a boy named Tetsu Iwaoka, who decides to bring Mogumo to a maid cafe.

Tetsu claims that the people there will understand them, and Mogumo jumps at the chance to meet people similar to them. However, Mogumo soon becomes upset after learning that the place is seen as a ""girlyboy"" cafe, and they are mistaken as a cross-dressing boy. Tetsu manages to convince Mogumo that it doesn't matter what their sex is, and they gladly join the team of cafe workers. Thus begins a story of self-discovery and acceptance as each character explores the concept of gender and its meaning.

[Written by MAL Rewrite]",783,21278,7.91,2025-11-13 19:27:52
